fabric_id,fabric_name,period,gross_requirement_meters,opening_inventory_meters,confirmed_receipts_meters,safety_stock_meters,net_requirement_meters,projected_ending_inventory,inventory_coverage_pct,lead_time_weeks,criticality,standard_cost_per_meter,is_deficit
FAB_015,Premium Linen Grade-15,W02,750.12,7865.02,1302.0,5208,0.0,8416.9,1222.1,5,HIGH,13.33,False
FAB_015,Premium Linen Grade-15,W03,807.98,8416.9,0.0,5208,0.0,7608.92,1041.7,5,HIGH,13.33,False
FAB_015,Premium Linen Grade-15,W04,772.06,7608.92,0.0,5208,0.0,6836.86,985.5,5,HIGH,13.33,False
FAB_015,Premium Linen Grade-15,W05,714.21,6836.86,0.0,5208,0.0,6122.65,957.3,5,HIGH,13.33,False
FAB_015,Premium Linen Grade-15,W06,672.32,6122.65,0.0,5208,0.0,5450.33,910.7,5,HIGH,13.33,False
FAB_015,Premium Linen Grade-15,W07,640.4,5450.33,0.0,5208,398.07,4809.93,851.1,5,HIGH,13.33,True
FAB_015,Premium Linen Grade-15,W08,596.5,4809.93,0.0,5208,994.57,4213.43,806.4,5,HIGH,13.33,True
FAB_015,Premium Linen Grade-15,W09,556.6,4213.43,0.0,5208,1551.17,3656.83,757.0,5,HIGH,13.33,True
FAB_015,Premium Linen Grade-15,W10,600.5,3656.83,0.0,5208,2151.67,3056.33,609.0,5,HIGH,13.33,True
FAB_015,Premium Linen Grade-15,W11,622.44,3056.33,0.0,5208,2774.11,2433.89,491.0,5,HIGH,13.33,True
FAB_015,Premium Linen Grade-15,W12,656.36,2433.89,0.0,5208,3430.47,1777.53,370.8,5,HIGH,13.33,True
FAB_015,Premium Linen Grade-15,M04,790.02,1777.53,0.0,5208,4220.49,987.51,225.0,5,HIGH,13.33,True
FAB_015,Premium Linen Grade-15,M05,738.15,987.51,0.0,5208,4958.64,249.36,133.8,5,HIGH,13.33,True
FAB_015,Premium Linen Grade-15,M06,718.2,249.36,0.0,5208,5676.84,0.0,34.7,5,HIGH,13.33,True
FAB_016,Premium Poly-Blend Grade-16,W01,6184.49,4047.4,722.75,2891,4305.34,0.0,77.1,4,LOW,8.36,True
FAB_016,Premium Poly-Blend Grade-16,W02,6533.62,0.0,722.75,2891,8701.87,0.0,11.1,4,LOW,8.36,True
FAB_016,Premium Poly-Blend Grade-16,W03,6683.25,0.0,0.0,2891,9574.25,0.0,0.0,4,LOW,8.36,True
FAB_016,Premium Poly-Blend Grade-16,W04,6633.37,0.0,0.0,2891,9524.37,0.0,0.0,4,LOW,8.36,True
FAB_016,Premium Poly-Blend Grade-16,W05,6332.13,0.0,0.0,2891,9223.13,0.0,0.0,4,LOW,8.36,True
FAB_016,Premium Poly-Blend Grade-16,W06,5785.5,0.0,0.0,2891,8676.5,0.0,0.0,4,LOW,8.36,True
FAB_016,Premium Poly-Blend Grade-16,W07,5330.63,0.0,0.0,2891,8221.63,0.0,0.0,4,LOW,8.36,True
FAB_016,Premium Poly-Blend Grade-16,W08,5121.17,0.0,0.0,2891,8012.17,0.0,0.0,4,LOW,8.36,True
FAB_016,Premium Poly-Blend Grade-16,W09,4935.63,0.0,0.0,2891,7826.63,0.0,0.0,4,LOW,8.36,True
FAB_016,Premium Poly-Blend Grade-16,W10,4993.47,0.0,0.0,2891,7884.47,0.0,0.0,4,LOW,8.36,True
FAB_016,Premium Poly-Blend Grade-16,W11,5131.14,0.0,0.0,2891,8022.14,0.0,0.0,4,LOW,8.36,True
FAB_016,Premium Poly-Blend Grade-16,W12,5420.42,0.0,0.0,2891,8311.42,0.0,0.0,4,LOW,8.36,True
FAB_016,Premium Poly-Blend Grade-16,M04,6705.2,0.0,0.0,2891,9596.2,0.0,0.0,4,LOW,8.36,True
FAB_016,Premium Poly-Blend Grade-16,M05,6495.7,0.0,0.0,2891,9386.7,0.0,0.0,4,LOW,8.36,True
FAB_016,Premium Poly-Blend Grade-16,M06,6216.43,0.0,0.0,2891,9107.43,0.0,0.0,4,LOW,8.36,True
FAB_017,Premium Cotton Grade-17,W01,6280.26,3087.0,551.25,2205,4847.01,0.0,57.9,3,HIGH,19.34,True
FAB_017,Premium Cotton Grade-17,W02,6583.49,0.0,551.25,2205,8237.24,0.0,8.4,3,HIGH,19.34,True
FAB_017,Premium Cotton Grade-17,W03,6661.31,0.0,0.0,2205,8866.31,0.0,0.0,3,HIGH,19.34,True
FAB_017,Premium Cotton Grade-17,W04,6593.47,0.0,0.0,2205,8798.47,0.0,0.0,3,HIGH,19.34,True
FAB_017,Premium Cotton Grade-17,W05,6290.23,0.0,0.0,2205,8495.23,0.0,0.0,3,HIGH,19.34,True
FAB_017,Premium Cotton Grade-17,W06,5961.06,0.0,0.0,2205,8166.06,0.0,0.0,3,HIGH,19.34,True
FAB_017,Premium Cotton Grade-17,W07,5536.13,0.0,0.0,2205,7741.13,0.0,0.0,3,HIGH,19.34,True
FAB_017,Premium Cotton Grade-17,W08,5278.76,0.0,0.0,2205,7483.76,0.0,0.0,3,HIGH,19.34,True
FAB_017,Premium Cotton Grade-17,W09,5115.17,0.0,0.0,2205,7320.17,0.0,0.0,3,HIGH,19.34,True
FAB_017,Premium Cotton Grade-17,W10,5017.42,0.0,0.0,2205,7222.42,0.0,0.0,3,HIGH,19.34,True
FAB_017,Premium Cotton Grade-17,W11,5292.73,0.0,0.0,2205,7497.73,0.0,0.0,3,HIGH,19.34,True
FAB_017,Premium Cotton Grade-17,W12,5739.62,0.0,0.0,2205,7944.62,0.0,0.0,3,HIGH,19.34,True
FAB_017,Premium Cotton Grade-17,M04,6481.75,0.0,0.0,2205,8686.75,0.0,0.0,3,HIGH,19.34,True
FAB_017,Premium Cotton Grade-17,M05,6535.62,0.0,0.0,2205,8740.62,0.0,0.0,3,HIGH,19.34,True
FAB_017,Premium Cotton Grade-17,M06,6346.09,0.0,0.0,2205,8551.09,0.0,0.0,3,HIGH,19.34,True
FAB_018,Premium Poly-Blend Grade-18,W01,2450.45,3701.6,661.0,2644,731.85,1912.15,178.0,5,LOW,14.8,True
FAB_018,Premium Poly-Blend Grade-18,W02,2635.78,1912.15,661.0,2644,2706.63,0.0,97.6,5,LOW,14.8,True
FAB_018,Premium Poly-Blend Grade-18,W03,2658.66,0.0,0.0,2644,5302.66,0.0,0.0,5,LOW,14.8,True
FAB_018,Premium Poly-Blend Grade-18,W04,2658.66,0.0,0.0,2644,5302.66,0.0,0.0,5,LOW,14.8,True
FAB_018,Premium Poly-Blend Grade-18,W05,2594.6,0.0,0.0,2644,5238.6,0.0,0.0,5,LOW,14.8,True
FAB_018,Premium Poly-Blend Grade-18,W06,2384.1,0.0,0.0,2644,5028.1,0.0,0.0,5,LOW,14.8,True
FAB_018,Premium Poly-Blend Grade-18,W07,2196.48,0.0,0.0,2644,4840.48,0.0,0.0,5,LOW,14.8,True
FAB_018,Premium Poly-Blend Grade-18,W08,2125.56,0.0,0.0,2644,4769.56,0.0,0.0,5,LOW,14.8,True
FAB_018,Premium Poly-Blend Grade-18,W09,2013.44,0.0,0.0,2644,4657.44,0.0,0.0,5,LOW,14.8,True
FAB_018,Premium Poly-Blend Grade-18,W10,2024.88,0.0,0.0,2644,4668.88,0.0,0.0,5,LOW,14.8,True
FAB_018,Premium Poly-Blend Grade-18,W11,2100.38,0.0,0.0,2644,4744.38,0.0,0.0,5,LOW,14.8,True
FAB_018,Premium Poly-Blend Grade-18,W12,2290.28,0.0,0.0,2644,4934.28,0.0,0.0,5,LOW,14.8,True
FAB_018,Premium Poly-Blend Grade-18,M04,2718.15,0.0,0.0,2644,5362.15,0.0,0.0,5,LOW,14.8,True
FAB_018,Premium Poly-Blend Grade-18,M05,2681.54,0.0,0.0,2644,5325.54,0.0,0.0,5,LOW,14.8,True
FAB_018,Premium Poly-Blend Grade-18,M06,2507.65,0.0,0.0,2644,5151.65,0.0,0.0,5,LOW,14.8,True
FAB_019,Premium Wool Grade-19,W01,9438.0,6211.8,1109.25,4437,6553.95,0.0,77.6,3,LOW,21.25,True
FAB_019,Premium Wool Grade-19,W02,9659.94,0.0,1109.25,4437,12987.69,0.0,11.5,3,LOW,21.25,True
FAB_019,Premium Wool Grade-19,W03,10110.67,0.0,0.0,4437,14547.67,0.0,0.0,3,LOW,21.25,True
FAB_019,Premium Wool Grade-19,W04,9751.45,0.0,0.0,4437,14188.45,0.0,0.0,3,LOW,21.25,True
FAB_019,Premium Wool Grade-19,W05,9806.37,0.0,0.0,4437,14243.37,0.0,0.0,3,LOW,21.25,True
FAB_019,Premium Wool Grade-19,W06,8914.05,0.0,0.0,4437,13351.05,0.0,0.0,3,LOW,21.25,True
FAB_019,Premium Wool Grade-19,W07,8305.45,0.0,0.0,4437,12742.45,0.0,0.0,3,LOW,21.25,True
FAB_019,Premium Wool Grade-19,W08,7534.39,0.0,0.0,4437,11971.39,0.0,0.0,3,LOW,21.25,True
FAB_019,Premium Wool Grade-19,W09,7374.22,0.0,0.0,4437,11811.22,0.0,0.0,3,LOW,21.25,True
FAB_019,Premium Wool Grade-19,W10,7365.07,0.0,0.0,4437,11802.07,0.0,0.0,3,LOW,21.25,True
FAB_019,Premium Wool Grade-19,W11,7955.38,0.0,0.0,4437,12392.38,0.0,0.0,3,LOW,21.25,True
FAB_019,Premium Wool Grade-19,W12,8337.47,0.0,0.0,4437,12774.47,0.0,0.0,3,LOW,21.25,True
FAB_019,Premium Wool Grade-19,M04,10005.43,0.0,0.0,4437,14442.43,0.0,0.0,3,LOW,21.25,True
FAB_019,Premium Wool Grade-19,M05,9817.8,0.0,0.0,4437,14254.8,0.0,0.0,3,LOW,21.25,True
FAB_019,Premium Wool Grade-19,M06,9165.74,0.0,0.0,4437,13602.74,0.0,0.0,3,LOW,21.25,True
FAB_020,Premium Denim Grade-20,W01,1832.69,4211.2,752.0,3008,0.0,3130.51,270.8,5,HIGH,12.97,False
FAB_020,Premium Denim Grade-20,W02,1960.82,3130.51,752.0,3008,1086.31,1921.69,198.0,5,HIGH,12.97,True
FAB_020,Premium Denim Grade-20,W03,1892.18,1921.69,0.0,3008,2978.49,29.51,101.6,5,HIGH,12.97,True
FAB_020,Premium Denim Grade-20,W04,1873.87,29.51,0.0,3008,4852.36,0.0,1.6,5,HIGH,12.97,True
FAB_020,Premium Denim Grade-20,W05,1880.74,0.0,0.0,3008,4888.74,0.0,0.0,5,HIGH,12.97,True
FAB_020,Premium Denim Grade-20,W06,1791.5,0.0,0.0,3008,4799.5,0.0,0.0,5,HIGH,12.97,True
FAB_020,Premium Denim Grade-20,W07,1638.21,0.0,0.0,3008,4646.21,0.0,0.0,5,HIGH,12.97,True
FAB_020,Premium Denim Grade-20,W08,1439.15,0.0,0.0,3008,4447.15,0.0,0.0,5,HIGH,12.97,True
FAB_020,Premium Denim Grade-20,W09,1439.15,0.0,0.0,3008,4447.15,0.0,0.0,5,HIGH,12.97,True
FAB_020,Premium Denim Grade-20,W10,1482.62,0.0,0.0,3008,4490.62,0.0,0.0,5,HIGH,12.97,True
FAB_020,Premium Denim Grade-20,W11,1553.55,0.0,0.0,3008,4561.55,0.0,0.0,5,HIGH,12.97,True
FAB_020,Premium Denim Grade-20,W12,1690.83,0.0,0.0,3008,4698.83,0.0,0.0,5,HIGH,12.97,True
FAB_020,Premium Denim Grade-20,M04,1935.65,0.0,0.0,3008,4943.65,0.0,0.0,5,HIGH,12.97,True
FAB_020,Premium Denim Grade-20,M05,1857.86,0.0,0.0,3008,4865.86,0.0,0.0,5,HIGH,12.97,True
FAB_020,Premium Denim Grade-20,M06,1828.11,0.0,0.0,3008,4836.11,0.0,0.0,5,HIGH,12.97,True
FAB_021,Premium Cotton Grade-21,W01,0.0,6568.8,1173.0,4692,0.0,7741.8,774180.0,4,HIGH,16.96,False
FAB_021,Premium Cotton Grade-21,W02,0.0,7741.8,1173.0,4692,0.0,8914.8,891480.0,4,HIGH,16.96,False
FAB_021,Premium Cotton Grade-21,W03,0.0,8914.8,0.0,4692,0.0,8914.8,891480.0,4,HIGH,16.96,False
FAB_021,Premium Cotton Grade-21,W04,0.0,8914.8,0.0,4692,0.0,8914.8,891480.0,4,HIGH,16.96,False
FAB_021,Premium Cotton Grade-21,W05,0.0,8914.8,0.0,4692,0.0,8914.8,891480.0,4,HIGH,16.96,False
FAB_021,Premium Cotton Grade-21,W06,0.0,8914.8,0.0,4692,0.0,8914.8,891480.0,4,HIGH,16.96,False
FAB_021,Premium Cotton Grade-21,W07,0.0,8914.8,0.0,4692,0.0,8914.8,891480.0,4,HIGH,16.96,False
FAB_021,Premium Cotton Grade-21,W08,0.0,8914.8,0.0,4692,0.0,8914.8,891480.0,4,HIGH,16.96,False
FAB_021,Premium Cotton Grade-21,W09,0.0,8914.8,0.0,4692,0.0,8914.8,891480.0,4,HIGH,16.96,False
FAB_021,Premium Cotton Grade-21,W10,0.0,8914.8,0.0,4692,0.0,8914.8,891480.0,4,HIGH,16.96,False
FAB_021,Premium Cotton Grade-21,W11,0.0,8914.8,0.0,4692,0.0,8914.8,891480.0,4,HIGH,16.96,False
FAB_021,Premium Cotton Grade-21,W12,0.0,8914.8,0.0,4692,0.0,8914.8,891480.0,4,HIGH,16.96,False
FAB_021,Premium Cotton Grade-21,M04,0.0,8914.8,0.0,4692,0.0,8914.8,891480.0,4,HIGH,16.96,False
FAB_021,Premium Cotton Grade-21,M05,0.0,8914.8,0.0,4692,0.0,8914.8,891480.0,4,HIGH,16.96,False
FAB_021,Premium Cotton Grade-21,M06,0.0,8914.8,0.0,4692,0.0,8914.8,891480.0,4,HIGH,16.96,False
FAB_022,Premium Silk Grade-22,W01,2131.28,6640.2,1185.75,4743,0.0,5694.67,367.2,3,HIGH,22.79,False
FAB_022,Premium Silk Grade-22,W02,2232.22,5694.67,1185.75,4743,94.8,4648.2,308.2,3,HIGH,22.79,True
FAB_022,Premium Silk Grade-22,W03,2373.53,4648.2,0.0,4743,2468.33,2274.67,195.8,3,HIGH,22.79,True
FAB_022,Premium Silk Grade-22,W04,2243.76,2274.67,0.0,4743,4712.09,30.91,101.4,3,HIGH,22.79,True
FAB_022,Premium Silk Grade-22,W05,2261.06,30.91,0.0,4743,6973.15,0.0,1.4,3,HIGH,22.79,True
FAB_022,Premium Silk Grade-22,W06,2132.72,0.0,0.0,4743,6875.72,0.0,0.0,3,HIGH,22.79,True
FAB_022,Premium Silk Grade-22,W07,1890.46,0.0,0.0,4743,6633.46,0.0,0.0,3,HIGH,22.79,True
FAB_022,Premium Silk Grade-22,W08,1840.0,0.0,0.0,4743,6583.0,0.0,0.0,3,HIGH,22.79,True
FAB_022,Premium Silk Grade-22,W09,1715.98,0.0,0.0,4743,6458.98,0.0,0.0,3,HIGH,22.79,True
FAB_022,Premium Silk Grade-22,W10,1723.19,0.0,0.0,4743,6466.19,0.0,0.0,3,HIGH,22.79,True
FAB_022,Premium Silk Grade-22,W11,1799.61,0.0,0.0,4743,6542.61,0.0,0.0,3,HIGH,22.79,True
FAB_022,Premium Silk Grade-22,W12,1943.81,0.0,0.0,4743,6686.81,0.0,0.0,3,HIGH,22.79,True
FAB_022,Premium Silk Grade-22,M04,2389.39,0.0,0.0,4743,7132.39,0.0,0.0,3,HIGH,22.79,True
FAB_022,Premium Silk Grade-22,M05,2310.08,0.0,0.0,4743,7053.08,0.0,0.0,3,HIGH,22.79,True
FAB_022,Premium Silk Grade-22,M06,2095.23,0.0,0.0,4743,6838.23,0.0,0.0,3,HIGH,22.79,True
FAB_023,Premium Silk Grade-23,W01,4729.75,3550.4,634.0,2536,3081.35,0.0,88.5,4,HIGH,9.92,True
FAB_023,Premium Silk Grade-23,W02,4987.88,0.0,634.0,2536,6889.88,0.0,12.7,4,HIGH,9.92,True
FAB_023,Premium Silk Grade-23,W03,5098.92,0.0,0.0,2536,7634.92,0.0,0.0,4,HIGH,9.92,True
FAB_023,Premium Silk Grade-23,W04,5101.8,0.0,0.0,2536,7637.8,0.0,0.0,4,HIGH,9.92,True
FAB_023,Premium Silk Grade-23,W05,4972.03,0.0,0.0,2536,7508.03,0.0,0.0,4,HIGH,9.92,True
FAB_023,Premium Silk Grade-23,W06,4562.48,0.0,0.0,2536,7098.48,0.0,0.0,4,HIGH,9.92,True
FAB_023,Premium Silk Grade-23,W07,4197.65,0.0,0.0,2536,6733.65,0.0,0.0,4,HIGH,9.92,True
FAB_023,Premium Silk Grade-23,W08,3979.91,0.0,0.0,2536,6515.91,0.0,0.0,4,HIGH,9.92,True
FAB_023,Premium Silk Grade-23,W09,3775.16,0.0,0.0,2536,6311.16,0.0,0.0,4,HIGH,9.92,True
FAB_023,Premium Silk Grade-23,W10,3766.51,0.0,0.0,2536,6302.51,0.0,0.0,4,HIGH,9.92,True
FAB_023,Premium Silk Grade-23,W11,3979.93,0.0,0.0,2536,6515.93,0.0,0.0,4,HIGH,9.92,True
FAB_023,Premium Silk Grade-23,W12,4272.64,0.0,0.0,2536,6808.64,0.0,0.0,4,HIGH,9.92,True
FAB_023,Premium Silk Grade-23,M04,5150.82,0.0,0.0,2536,7686.82,0.0,0.0,4,HIGH,9.92,True
FAB_023,Premium Silk Grade-23,M05,4993.65,0.0,0.0,2536,7529.65,0.0,0.0,4,HIGH,9.92,True
FAB_023,Premium Silk Grade-23,M06,4712.44,0.0,0.0,2536,7248.44,0.0,0.0,4,HIGH,9.92,True
FAB_024,Premium Linen Grade-24,W01,0.0,2853.2,509.5,2038,0.0,3362.7,336270.0,3,MEDIUM,13.96,False
FAB_024,Premium Linen Grade-24,W02,0.0,3362.7,509.5,2038,0.0,3872.2,387220.0,3,MEDIUM,13.96,False
FAB_024,Premium Linen Grade-24,W03,0.0,3872.2,0.0,2038,0.0,3872.2,387220.0,3,MEDIUM,13.96,False
FAB_024,Premium Linen Grade-24,W04,0.0,3872.2,0.0,2038,0.0,3872.2,387220.0,3,MEDIUM,13.96,False
FAB_024,Premium Linen Grade-24,W05,0.0,3872.2,0.0,2038,0.0,3872.2,387220.0,3,MEDIUM,13.96,False
FAB_024,Premium Linen Grade-24,W06,0.0,3872.2,0.0,2038,0.0,3872.2,387220.0,3,MEDIUM,13.96,False
FAB_024,Premium Linen Grade-24,W07,0.0,3872.2,0.0,2038,0.0,3872.2,387220.0,3,MEDIUM,13.96,False
FAB_024,Premium Linen Grade-24,W08,0.0,3872.2,0.0,2038,0.0,3872.2,387220.0,3,MEDIUM,13.96,False
FAB_024,Premium Linen Grade-24,W09,0.0,3872.2,0.0,2038,0.0,3872.2,387220.0,3,MEDIUM,13.96,False
FAB_024,Premium Linen Grade-24,W10,0.0,3872.2,0.0,2038,0.0,3872.2,387220.0,3,MEDIUM,13.96,False
FAB_024,Premium Linen Grade-24,W11,0.0,3872.2,0.0,2038,0.0,3872.2,387220.0,3,MEDIUM,13.96,False
FAB_024,Premium Linen Grade-24,W12,0.0,3872.2,0.0,2038,0.0,3872.2,387220.0,3,MEDIUM,13.96,False
FAB_024,Premium Linen Grade-24,M04,0.0,3872.2,0.0,2038,0.0,3872.2,387220.0,3,MEDIUM,13.96,False
FAB_024,Premium Linen Grade-24,M05,0.0,3872.2,0.0,2038,0.0,3872.2,387220.0,3,MEDIUM,13.96,False
FAB_024,Premium Linen Grade-24,M06,0.0,3872.2,0.0,2038,0.0,3872.2,387220.0,3,MEDIUM,13.96,False
FAB_025,Premium Wool Grade-25,W01,0.0,5700.8,1018.0,4072,0.0,6718.8,671880.0,3,MEDIUM,6.86,False
FAB_025,Premium Wool Grade-25,W02,0.0,6718.8,1018.0,4072,0.0,7736.8,773680.0,3,MEDIUM,6.86,False
FAB_025,Premium Wool Grade-25,W03,0.0,7736.8,0.0,4072,0.0,7736.8,773680.0,3,MEDIUM,6.86,False
FAB_025,Premium Wool Grade-25,W04,0.0,7736.8,0.0,4072,0.0,7736.8,773680.0,3,MEDIUM,6.86,False
FAB_025,Premium Wool Grade-25,W05,0.0,7736.8,0.0,4072,0.0,7736.8,773680.0,3,MEDIUM,6.86,False
FAB_025,Premium Wool Grade-25,W06,0.0,7736.8,0.0,4072,0.0,7736.8,773680.0,3,MEDIUM,6.86,False
FAB_025,Premium Wool Grade-25,W07,0.0,7736.8,0.0,4072,0.0,7736.8,773680.0,3,MEDIUM,6.86,False
FAB_025,Premium Wool Grade-25,W08,0.0,7736.8,0.0,4072,0.0,7736.8,773680.0,3,MEDIUM,6.86,False
FAB_025,Premium Wool Grade-25,W09,0.0,7736.8,0.0,4072,0.0,7736.8,773680.0,3,MEDIUM,6.86,False
FAB_025,Premium Wool Grade-25,W10,0.0,7736.8,0.0,4072,0.0,7736.8,773680.0,3,MEDIUM,6.86,False
FAB_025,Premium Wool Grade-25,W11,0.0,7736.8,0.0,4072,0.0,7736.8,773680.0,3,MEDIUM,6.86,False
FAB_025,Premium Wool Grade-25,W12,0.0,7736.8,0.0,4072,0.0,7736.8,773680.0,3,MEDIUM,6.86,False
FAB_025,Premium Wool Grade-25,M04,0.0,7736.8,0.0,4072,0.0,7736.8,773680.0,3,MEDIUM,6.86,False
FAB_025,Premium Wool Grade-25,M05,0.0,7736.8,0.0,4072,0.0,7736.8,773680.0,3,MEDIUM,6.86,False
FAB_025,Premium Wool Grade-25,M06,0.0,7736.8,0.0,4072,0.0,7736.8,773680.0,3,MEDIUM,6.86,False
FAB_026,Premium Polyester Grade-26,W01,0.0,7841.4,1400.25,5601,0.0,9241.65,924165.0,3,LOW,22.77,False
FAB_026,Premium Polyester Grade-26,W02,0.0,9241.65,1400.25,5601,0.0,10641.9,1064190.0,3,LOW,22.77,False
FAB_026,Premium Polyester Grade-26,W03,0.0,10641.9,0.0,5601,0.0,10641.9,1064190.0,3,LOW,22.77,False
FAB_026,Premium Polyester Grade-26,W04,0.0,10641.9,0.0,5601,0.0,10641.9,1064190.0,3,LOW,22.77,False
FAB_026,Premium Polyester Grade-26,W05,0.0,10641.9,0.0,5601,0.0,10641.9,1064190.0,3,LOW,22.77,False
FAB_026,Premium Polyester Grade-26,W06,0.0,10641.9,0.0,5601,0.0,10641.9,1064190.0,3,LOW,22.77,False
FAB_026,Premium Polyester Grade-26,W07,0.0,10641.9,0.0,5601,0.0,10641.9,1064190.0,3,LOW,22.77,False
FAB_026,Premium Polyester Grade-26,W08,0.0,10641.9,0.0,5601,0.0,10641.9,1064190.0,3,LOW,22.77,False
FAB_026,Premium Polyester Grade-26,W09,0.0,10641.9,0.0,5601,0.0,10641.9,1064190.0,3,LOW,22.77,False
FAB_026,Premium Polyester Grade-26,W10,0.0,10641.9,0.0,5601,0.0,10641.9,1064190.0,3,LOW,22.77,False
FAB_026,Premium Polyester Grade-26,W11,0.0,10641.9,0.0,5601,0.0,10641.9,1064190.0,3,LOW,22.77,False
FAB_026,Premium Polyester Grade-26,W12,0.0,10641.9,0.0,5601,0.0,10641.9,1064190.0,3,LOW,22.77,False
FAB_026,Premium Polyester Grade-26,M04,0.0,10641.9,0.0,5601,0.0,10641.9,1064190.0,3,LOW,22.77,False
FAB_026,Premium Polyester Grade-26,M05,0.0,10641.9,0.0,5601,0.0,10641.9,1064190.0,3,LOW,22.77,False
FAB_026,Premium Polyester Grade-26,M06,0.0,10641.9,0.0,5601,0.0,10641.9,1064190.0,3,LOW,22.77,False
FAB_027,Premium Silk Grade-27,W01,0.0,7581.0,1353.75,5415,0.0,8934.75,893475.0,4,HIGH,10.77,False
FAB_027,Premium Silk Grade-27,W02,0.0,8934.75,1353.75,5415,0.0,10288.5,1028850.0,4,HIGH,10.77,False
FAB_027,Premium Silk Grade-27,W03,0.0,10288.5,0.0,5415,0.0,10288.5,1028850.0,4,HIGH,10.77,False
FAB_027,Premium Silk Grade-27,W04,0.0,10288.5,0.0,5415,0.0,10288.5,1028850.0,4,HIGH,10.77,False
FAB_027,Premium Silk Grade-27,W05,0.0,10288.5,0.0,5415,0.0,10288.5,1028850.0,4,HIGH,10.77,False
FAB_027,Premium Silk Grade-27,W06,0.0,10288.5,0.0,5415,0.0,10288.5,1028850.0,4,HIGH,10.77,False
FAB_027,Premium Silk Grade-27,W07,0.0,10288.5,0.0,5415,0.0,10288.5,1028850.0,4,HIGH,10.77,False
FAB_027,Premium Silk Grade-27,W08,0.0,10288.5,0.0,5415,0.0,10288.5,1028850.0,4,HIGH,10.77,False
FAB_027,Premium Silk Grade-27,W09,0.0,10288.5,0.0,5415,0.0,10288.5,1028850.0,4,HIGH,10.77,False
FAB_027,Premium Silk Grade-27,W10,0.0,10288.5,0.0,5415,0.0,10288.5,1028850.0,4,HIGH,10.77,False
FAB_027,Premium Silk Grade-27,W11,0.0,10288.5,0.0,5415,0.0,10288.5,1028850.0,4,HIGH,10.77,False
FAB_027,Premium Silk Grade-27,W12,0.0,10288.5,0.0,5415,0.0,10288.5,1028850.0,4,HIGH,10.77,False
FAB_027,Premium Silk Grade-27,M04,0.0,10288.5,0.0,5415,0.0,10288.5,1028850.0,4,HIGH,10.77,False
FAB_027,Premium Silk Grade-27,M05,0.0,10288.5,0.0,5415,0.0,10288.5,1028850.0,4,HIGH,10.77,False
FAB_027,Premium Silk Grade-27,M06,0.0,10288.5,0.0,5415,0.0,10288.5,1028850.0,4,HIGH,10.77,False
FAB_028,Premium Linen Grade-28,W01,0.0,5832.4,1041.5,4166,0.0,6873.9,687390.0,5,LOW,16.82,False
FAB_028,Premium Linen Grade-28,W02,0.0,6873.9,1041.5,4166,0.0,7915.4,791540.0,5,LOW,16.82,False
FAB_028,Premium Linen Grade-28,W03,0.0,7915.4,0.0,4166,0.0,7915.4,791540.0,5,LOW,16.82,False
FAB_028,Premium Linen Grade-28,W04,0.0,7915.4,0.0,4166,0.0,7915.4,791540.0,5,LOW,16.82,False
FAB_028,Premium Linen Grade-28,W05,0.0,7915.4,0.0,4166,0.0,7915.4,791540.0,5,LOW,16.82,False
FAB_028,Premium Linen Grade-28,W06,0.0,7915.4,0.0,4166,0.0,7915.4,791540.0,5,LOW,16.82,False
FAB_028,Premium Linen Grade-28,W07,0.0,7915.4,0.0,4166,0.0,7915.4,791540.0,5,LOW,16.82,False
FAB_028,Premium Linen Grade-28,W08,0.0,7915.4,0.0,4166,0.0,7915.4,791540.0,5,LOW,16.82,False
FAB_028,Premium Linen Grade-28,W09,0.0,7915.4,0.0,4166,0.0,7915.4,791540.0,5,LOW,16.82,False
FAB_028,Premium Linen Grade-28,W10,0.0,7915.4,0.0,4166,0.0,7915.4,791540.0,5,LOW,16.82,False
FAB_028,Premium Linen Grade-28,W11,0.0,7915.4,0.0,4166,0.0,7915.4,791540.0,5,LOW,16.82,False
FAB_028,Premium Linen Grade-28,W12,0.0,7915.4,0.0,4166,0.0,7915.4,791540.0,5,LOW,16.82,False
FAB_028,Premium Linen Grade-28,M04,0.0,7915.4,0.0,4166,0.0,7915.4,791540.0,5,LOW,16.82,False
FAB_028,Premium Linen Grade-28,M05,0.0,7915.4,0.0,4166,0.0,7915.4,791540.0,5,LOW,16.82,False
FAB_028,Premium Linen Grade-28,M06,0.0,7915.4,0.0,4166,0.0,7915.4,791540.0,5,LOW,16.82,False
FAB_029,Premium Linen Grade-29,W01,0.0,8183.0,1461.25,5845,0.0,9644.25,964425.0,3,LOW,22.74,False
FAB_029,Premium Linen Grade-29,W02,0.0,9644.25,1461.25,5845,0.0,11105.5,1110550.0,3,LOW,22.74,False
FAB_029,Premium Linen Grade-29,W03,0.0,11105.5,0.0,5845,0.0,11105.5,1110550.0,3,LOW,22.74,False
FAB_029,Premium Linen Grade-29,W04,0.0,11105.5,0.0,5845,0.0,11105.5,1110550.0,3,LOW,22.74,False
FAB_029,Premium Linen Grade-29,W05,0.0,11105.5,0.0,5845,0.0,11105.5,1110550.0,3,LOW,22.74,False
FAB_029,Premium Linen Grade-29,W06,0.0,11105.5,0.0,5845,0.0,11105.5,1110550.0,3,LOW,22.74,False
