fabric_id,fabric_name,period,required_week,net_requirement_meters,supplier_id,supplier_name,recommended_order_qty,allocation_pct,unit_price,purchase_cost,moq_meters,moq_overbuy_meters,lead_time_weeks,po_release_week,expected_arrival_week,supplier_risk_score,supplier_risk_category,predicted_delay_days,delivery_risk
FAB_007,Premium Nylon Grade-7,W03,3,1104.46,S004,Budget FastTex Industries,1104.46,100.0,12.13,13397.1,4000,0.0,7,W01,W08,44.6,MEDIUM,5.0,HIGH
FAB_007,Premium Nylon Grade-7,W04,4,2184.4,S002,Global Weavers Ltd,1965.96,90.0,13.58,26697.74,2500,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_007,Premium Nylon Grade-7,W04,4,2184.4,S006,Pacific Spinners,218.44,10.0,12.88,2813.51,4000,0.0,5,W01,W06,34.7,MEDIUM,1.6,MEDIUM
FAB_007,Premium Nylon Grade-7,W05,5,3237.71,S002,Global Weavers Ltd,2913.94,90.0,13.58,39571.29,2500,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_007,Premium Nylon Grade-7,W05,5,3237.71,S006,Pacific Spinners,323.77,10.0,12.88,4170.17,4000,0.0,5,W01,W06,34.7,MEDIUM,1.6,MEDIUM
FAB_007,Premium Nylon Grade-7,W06,6,3149.51,S002,Global Weavers Ltd,2834.56,90.0,13.58,38493.31,2500,0.0,4,W02,W06,21.2,LOW,0.0,LOW
FAB_007,Premium Nylon Grade-7,W06,6,3149.51,S004,Budget FastTex Industries,314.95,10.0,12.13,3820.36,4000,0.0,7,W01,W08,44.6,MEDIUM,5.0,HIGH
FAB_007,Premium Nylon Grade-7,W07,7,3097.93,S002,Global Weavers Ltd,2788.14,90.0,13.58,37862.9,2500,0.0,4,W03,W07,21.2,LOW,0.0,LOW
FAB_007,Premium Nylon Grade-7,W07,7,3097.93,S004,Budget FastTex Industries,309.79,10.0,12.13,3757.79,4000,0.0,7,W01,W08,44.6,MEDIUM,5.0,HIGH
FAB_007,Premium Nylon Grade-7,W08,8,3024.71,S004,Budget FastTex Industries,3024.71,100.0,12.13,36689.73,4000,0.0,7,W01,W08,44.6,MEDIUM,5.0,HIGH
FAB_007,Premium Nylon Grade-7,W09,9,3039.69,S004,Budget FastTex Industries,3039.69,100.0,12.13,36871.44,4000,0.0,7,W02,W09,44.6,MEDIUM,5.0,HIGH
FAB_007,Premium Nylon Grade-7,W10,10,2984.78,S004,Budget FastTex Industries,2984.78,100.0,12.13,36205.38,4000,0.0,7,W03,W10,44.6,MEDIUM,5.0,HIGH
FAB_007,Premium Nylon Grade-7,W11,11,3089.61,S004,Budget FastTex Industries,3089.61,100.0,12.13,37476.97,4000,0.0,7,W04,W11,44.6,MEDIUM,5.0,HIGH
FAB_007,Premium Nylon Grade-7,W12,12,3121.22,S004,Budget FastTex Industries,3121.22,100.0,12.13,37860.4,4000,0.0,7,W05,W12,44.6,MEDIUM,5.0,HIGH
FAB_007,Premium Nylon Grade-7,M04,12,3237.7,S004,Budget FastTex Industries,3237.7,100.0,12.13,39273.3,4000,0.0,7,W05,W12,44.6,MEDIUM,5.0,HIGH
FAB_007,Premium Nylon Grade-7,M05,12,3310.92,S004,Budget FastTex Industries,3310.92,100.0,12.13,40161.46,4000,0.0,7,W05,W12,44.6,MEDIUM,5.0,HIGH
FAB_007,Premium Nylon Grade-7,M06,12,3159.5,S004,Budget FastTex Industries,3159.5,100.0,12.13,38324.74,4000,0.0,7,W05,W12,44.6,MEDIUM,5.0,HIGH
FAB_008,Premium Wool Grade-8,W01,1,6403.36,S001,Apex Textile Mills,5763.02,90.0,6.62,38151.22,2500,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W01,1,6403.36,S002,Global Weavers Ltd,640.34,10.0,6.6,4226.22,3000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W02,2,11840.19,S001,Apex Textile Mills,10656.17,90.0,6.62,70543.85,2500,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W02,2,11840.19,S002,Global Weavers Ltd,1184.02,10.0,6.6,7814.53,3000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W03,3,12629.19,S001,Apex Textile Mills,6491.0,51.4,6.62,42970.42,2500,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W03,3,12629.19,S002,Global Weavers Ltd,6138.19,48.6,6.6,40512.05,3000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W04,4,12541.0,S001,Apex Textile Mills,8075.0,64.4,6.62,53456.5,2500,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W04,4,12541.0,S002,Global Weavers Ltd,4466.0,35.6,6.6,29475.6,3000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W05,5,12026.81,S001,Apex Textile Mills,4938.0,41.1,6.62,32689.56,2500,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W05,5,12026.81,S002,Global Weavers Ltd,7088.81,58.9,6.6,46786.15,3000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W06,6,11690.69,S001,Apex Textile Mills,10521.62,90.0,6.62,69653.13,2500,0.0,4,W02,W06,17.6,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W06,6,11690.69,S002,Global Weavers Ltd,1169.07,10.0,6.6,7715.86,3000,0.0,4,W02,W06,21.2,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W07,7,10867.01,S001,Apex Textile Mills,9560.0,88.0,6.62,63287.2,2500,0.0,4,W03,W07,17.6,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W07,7,10867.01,S002,Global Weavers Ltd,1307.01,12.0,6.6,8626.27,3000,0.0,4,W03,W07,21.2,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W08,8,10505.92,S001,Apex Textile Mills,9455.33,90.0,6.62,62594.27,2500,0.0,4,W04,W08,17.6,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W08,8,10505.92,S002,Global Weavers Ltd,1050.59,10.0,6.6,6933.91,3000,0.0,4,W04,W08,21.2,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W09,9,10409.4,S001,Apex Textile Mills,9368.46,90.0,6.62,62019.21,2500,0.0,4,W05,W09,17.6,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W09,9,10409.4,S002,Global Weavers Ltd,1040.94,10.0,6.6,6870.2,3000,0.0,4,W05,W09,21.2,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W10,10,10342.85,S001,Apex Textile Mills,9308.57,90.0,6.62,61622.7,2500,0.0,4,W06,W10,17.6,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W10,10,10342.85,S002,Global Weavers Ltd,1034.29,10.0,6.6,6826.28,3000,0.0,4,W06,W10,21.2,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W11,11,10587.48,S001,Apex Textile Mills,8410.0,79.4,6.62,55674.2,2500,0.0,4,W07,W11,17.6,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W11,11,10587.48,S002,Global Weavers Ltd,2177.48,20.6,6.6,14371.37,3000,0.0,4,W07,W11,21.2,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W12,12,11033.42,S001,Apex Textile Mills,8194.0,74.3,6.62,54244.28,2500,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,W12,12,11033.42,S002,Global Weavers Ltd,2839.42,25.7,6.6,18740.17,3000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,M04,12,12734.03,S001,Apex Textile Mills,11460.63,90.0,6.62,75869.35,2500,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,M04,12,12734.03,S002,Global Weavers Ltd,1273.4,10.0,6.6,8404.46,3000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,M05,12,12544.32,S001,Apex Textile Mills,11289.89,90.0,6.62,74739.06,2500,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,M05,12,12544.32,S002,Global Weavers Ltd,1254.43,10.0,6.6,8279.25,3000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,M06,12,12031.82,S001,Apex Textile Mills,10828.64,90.0,6.62,71685.58,2500,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_008,Premium Wool Grade-8,M06,12,12031.82,S002,Global Weavers Ltd,1203.18,10.0,6.6,7941.0,3000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_010,Premium Nylon Grade-10,W01,1,4559.89,S001,Apex Textile Mills,1823.96,40.0,9.04,16488.56,3000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_010,Premium Nylon Grade-10,W01,1,4559.89,S007,Vanguard Textiles,2735.93,60.0,8.81,24103.58,3000,0.0,4,W01,W05,23.8,LOW,0.9,MEDIUM
FAB_010,Premium Nylon Grade-10,W02,2,8923.12,S001,Apex Textile Mills,3569.25,40.0,9.04,32266.0,3000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_010,Premium Nylon Grade-10,W02,2,8923.12,S007,Vanguard Textiles,5353.87,60.0,8.81,47167.61,3000,0.0,4,W01,W05,23.8,LOW,0.9,MEDIUM
FAB_010,Premium Nylon Grade-10,W03,3,9939.66,S001,Apex Textile Mills,3975.86,40.0,9.04,35941.81,3000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_010,Premium Nylon Grade-10,W03,3,9939.66,S007,Vanguard Textiles,5963.8,60.0,8.81,52541.04,3000,0.0,4,W01,W05,23.8,LOW,0.9,MEDIUM
FAB_010,Premium Nylon Grade-10,W04,4,9876.62,S001,Apex Textile Mills,3950.65,40.0,9.04,35713.86,3000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_010,Premium Nylon Grade-10,W04,4,9876.62,S007,Vanguard Textiles,5925.97,60.0,8.81,52207.81,3000,0.0,4,W01,W05,23.8,LOW,0.9,MEDIUM
FAB_010,Premium Nylon Grade-10,W05,5,9537.95,S001,Apex Textile Mills,3815.18,40.0,9.04,34489.23,3000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_010,Premium Nylon Grade-10,W05,5,9537.95,S007,Vanguard Textiles,5722.77,60.0,8.81,50417.6,3000,0.0,4,W01,W05,23.8,LOW,0.9,MEDIUM
FAB_010,Premium Nylon Grade-10,W06,6,12453.67,S001,Apex Textile Mills,4981.47,40.0,9.04,45032.47,3000,0.0,4,W02,W06,17.6,LOW,0.0,LOW
FAB_010,Premium Nylon Grade-10,W06,6,12453.67,S007,Vanguard Textiles,7472.2,60.0,8.81,65830.1,3000,0.0,4,W02,W06,23.8,LOW,0.9,MEDIUM
FAB_010,Premium Nylon Grade-10,W07,7,8706.12,S001,Apex Textile Mills,3482.45,40.0,9.04,31481.33,3000,0.0,4,W03,W07,17.6,LOW,0.0,LOW
FAB_010,Premium Nylon Grade-10,W07,7,8706.12,S007,Vanguard Textiles,5223.67,60.0,8.81,46020.55,3000,0.0,4,W03,W07,23.8,LOW,0.9,MEDIUM
FAB_010,Premium Nylon Grade-10,W08,8,8303.19,S001,Apex Textile Mills,3321.28,40.0,9.04,30024.34,3000,0.0,4,W04,W08,17.6,LOW,0.0,LOW
FAB_010,Premium Nylon Grade-10,W08,8,8303.19,S007,Vanguard Textiles,4981.91,60.0,8.81,43890.66,3000,0.0,4,W04,W08,23.8,LOW,0.9,MEDIUM
FAB_010,Premium Nylon Grade-10,W09,9,8195.65,S001,Apex Textile Mills,3278.26,40.0,9.04,29635.47,3000,0.0,4,W05,W09,17.6,LOW,0.0,LOW
FAB_010,Premium Nylon Grade-10,W09,9,8195.65,S007,Vanguard Textiles,4917.39,60.0,8.81,43322.21,3000,0.0,4,W05,W09,23.8,LOW,0.9,MEDIUM
FAB_010,Premium Nylon Grade-10,W10,10,8100.48,S001,Apex Textile Mills,3240.19,40.0,9.04,29291.34,3000,0.0,4,W06,W10,17.6,LOW,0.0,LOW
FAB_010,Premium Nylon Grade-10,W10,10,8100.48,S007,Vanguard Textiles,4860.29,60.0,8.81,42819.14,3000,0.0,4,W06,W10,23.8,LOW,0.9,MEDIUM
FAB_010,Premium Nylon Grade-10,W11,11,8301.95,S001,Apex Textile Mills,3320.78,40.0,9.04,30019.85,3000,0.0,4,W07,W11,17.6,LOW,0.0,LOW
FAB_010,Premium Nylon Grade-10,W11,11,8301.95,S007,Vanguard Textiles,4981.17,60.0,8.81,43884.11,3000,0.0,4,W07,W11,23.8,LOW,0.9,MEDIUM
FAB_010,Premium Nylon Grade-10,W12,12,8793.88,S001,Apex Textile Mills,3517.55,40.0,9.04,31798.67,3000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_010,Premium Nylon Grade-10,W12,12,8793.88,S007,Vanguard Textiles,5276.33,60.0,8.81,46484.45,3000,0.0,4,W08,W12,23.8,LOW,0.9,MEDIUM
FAB_010,Premium Nylon Grade-10,M04,12,9848.19,S001,Apex Textile Mills,3939.28,40.0,9.04,35611.06,3000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_010,Premium Nylon Grade-10,M04,12,9848.19,S007,Vanguard Textiles,5908.91,60.0,8.81,52057.53,3000,0.0,4,W08,W12,23.8,LOW,0.9,MEDIUM
FAB_010,Premium Nylon Grade-10,M05,12,9707.29,S001,Apex Textile Mills,3882.92,40.0,9.04,35101.56,3000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_010,Premium Nylon Grade-10,M05,12,9707.29,S007,Vanguard Textiles,5824.37,60.0,8.81,51312.73,3000,0.0,4,W08,W12,23.8,LOW,0.9,MEDIUM
FAB_010,Premium Nylon Grade-10,M06,12,9434.13,S001,Apex Textile Mills,3773.65,40.0,9.04,34113.81,3000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_010,Premium Nylon Grade-10,M06,12,9434.13,S007,Vanguard Textiles,5660.48,60.0,8.81,49868.81,3000,0.0,4,W08,W12,23.8,LOW,0.9,MEDIUM
FAB_011,Premium Poly-Blend Grade-11,W01,1,4416.64,S001,Apex Textile Mills,3974.98,90.0,20.47,81367.76,3000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W01,1,4416.64,S002,Global Weavers Ltd,441.66,10.0,20.57,9085.03,3000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W02,2,8189.65,S001,Apex Textile Mills,7370.69,90.0,20.47,150877.92,3000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W02,2,8189.65,S002,Global Weavers Ltd,818.97,10.0,20.57,16846.11,3000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W03,3,8933.27,S001,Apex Textile Mills,8039.94,90.0,20.47,164577.63,3000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W03,3,8933.27,S002,Global Weavers Ltd,893.33,10.0,20.57,18375.74,3000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W04,4,8980.22,S001,Apex Textile Mills,8082.2,90.0,20.47,165442.59,3000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W04,4,8980.22,S002,Global Weavers Ltd,898.02,10.0,20.57,18472.31,3000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W05,5,8803.48,S001,Apex Textile Mills,6673.0,75.8,20.47,136596.31,3000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W05,5,8803.48,S002,Global Weavers Ltd,2130.48,24.2,20.57,43823.97,3000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W06,6,11080.2,S001,Apex Textile Mills,7383.0,66.6,20.47,151130.01,3000,0.0,4,W02,W06,17.6,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W06,6,11080.2,S002,Global Weavers Ltd,3697.2,33.4,20.57,76051.4,3000,0.0,4,W02,W06,21.2,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W07,7,7838.16,S001,Apex Textile Mills,5548.0,70.8,20.47,113567.56,3000,0.0,4,W03,W07,17.6,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W07,7,7838.16,S002,Global Weavers Ltd,2290.16,29.2,20.57,47108.59,3000,0.0,4,W03,W07,21.2,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W08,8,7354.88,S001,Apex Textile Mills,6619.39,90.0,20.47,135498.95,3000,0.0,4,W04,W08,17.6,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W08,8,7354.88,S002,Global Weavers Ltd,735.49,10.0,20.57,15128.99,3000,0.0,4,W04,W08,21.2,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W09,9,7180.62,S001,Apex Textile Mills,6462.56,90.0,20.47,132288.56,3000,0.0,4,W05,W09,17.6,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W09,9,7180.62,S002,Global Weavers Ltd,718.06,10.0,20.57,14770.54,3000,0.0,4,W05,W09,21.2,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W10,10,7347.48,S001,Apex Textile Mills,6612.73,90.0,20.47,135362.62,3000,0.0,4,W06,W10,17.6,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W10,10,7347.48,S002,Global Weavers Ltd,734.75,10.0,20.57,15113.77,3000,0.0,4,W06,W10,21.2,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W11,11,7503.21,S001,Apex Textile Mills,6752.89,90.0,20.47,138231.64,3000,0.0,4,W07,W11,17.6,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W11,11,7503.21,S002,Global Weavers Ltd,750.32,10.0,20.57,15434.1,3000,0.0,4,W07,W11,21.2,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W12,12,7899.98,S001,Apex Textile Mills,7109.98,90.0,20.47,145541.33,3000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,W12,12,7899.98,S002,Global Weavers Ltd,790.0,10.0,20.57,16250.26,3000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,M04,12,8940.67,S001,Apex Textile Mills,8046.6,90.0,20.47,164713.96,3000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,M04,12,8940.67,S002,Global Weavers Ltd,894.07,10.0,20.57,18390.96,3000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,M05,12,8718.2,S001,Apex Textile Mills,7846.38,90.0,20.47,160615.4,3000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,M05,12,8718.2,S002,Global Weavers Ltd,871.82,10.0,20.57,17933.34,3000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,M06,12,8248.51,S001,Apex Textile Mills,7423.66,90.0,20.47,151962.3,3000,0.0,4,W08,W12,17.6,LOW,0.0,LOW
FAB_011,Premium Poly-Blend Grade-11,M06,12,8248.51,S002,Global Weavers Ltd,824.85,10.0,20.57,16967.19,3000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W01,1,2612.87,S002,Global Weavers Ltd,2351.58,90.0,22.77,53545.54,3000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W01,1,2612.87,S005,EuroKnit Premium,261.29,10.0,25.78,6735.98,5000,0.0,3,W01,W04,11.5,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W02,2,6560.22,S002,Global Weavers Ltd,5904.2,90.0,22.77,134438.59,3000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W02,2,6560.22,S005,EuroKnit Premium,656.02,10.0,25.78,16912.25,5000,0.0,3,W01,W04,11.5,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W03,3,7254.92,S002,Global Weavers Ltd,6529.43,90.0,22.77,148675.08,3000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W03,3,7254.92,S005,EuroKnit Premium,725.49,10.0,25.78,18703.18,5000,0.0,3,W01,W04,11.5,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W04,4,7337.6,S002,Global Weavers Ltd,6603.84,90.0,22.77,150369.44,3000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W04,4,7337.6,S005,EuroKnit Premium,733.76,10.0,25.78,18916.33,5000,0.0,3,W01,W04,11.5,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W05,5,7133.24,S001,Apex Textile Mills,713.32,10.0,24.05,17155.44,3000,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W05,5,7133.24,S002,Global Weavers Ltd,6419.92,90.0,22.77,146181.49,3000,0.0,4,W01,W05,21.2,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W06,6,6707.36,S001,Apex Textile Mills,1906.36,28.4,24.05,45847.96,3000,0.0,4,W02,W06,17.6,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W06,6,6707.36,S002,Global Weavers Ltd,4801.0,71.6,22.77,109318.77,3000,0.0,4,W02,W06,21.2,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W07,7,6557.6,S001,Apex Textile Mills,655.76,10.0,24.05,15771.03,3000,0.0,4,W03,W07,17.6,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W07,7,6557.6,S002,Global Weavers Ltd,5901.84,90.0,22.77,134384.9,3000,0.0,4,W03,W07,21.2,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W08,8,6220.64,S002,Global Weavers Ltd,5598.58,90.0,22.77,127479.58,3000,0.0,4,W04,W08,21.2,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W08,8,6220.64,S004,Budget FastTex Industries,622.06,10.0,21.57,13417.92,2500,0.0,7,W01,W08,44.6,MEDIUM,5.0,HIGH
FAB_012,Premium Cotton Grade-12,W09,9,6159.8,S002,Global Weavers Ltd,5543.82,90.0,22.77,126232.78,3000,0.0,4,W05,W09,21.2,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W09,9,6159.8,S004,Budget FastTex Industries,615.98,10.0,21.57,13286.69,2500,0.0,7,W02,W09,44.6,MEDIUM,5.0,HIGH
FAB_012,Premium Cotton Grade-12,W10,10,6169.16,S002,Global Weavers Ltd,5552.24,90.0,22.77,126424.6,3000,0.0,4,W06,W10,21.2,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W10,10,6169.16,S004,Budget FastTex Industries,616.92,10.0,21.57,13306.88,2500,0.0,7,W03,W10,44.6,MEDIUM,5.0,HIGH
FAB_012,Premium Cotton Grade-12,W11,11,6368.84,S002,Global Weavers Ltd,5731.96,90.0,22.77,130516.64,3000,0.0,4,W07,W11,21.2,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W11,11,6368.84,S004,Budget FastTex Industries,636.88,10.0,21.57,13737.59,2500,0.0,7,W04,W11,44.6,MEDIUM,5.0,HIGH
FAB_012,Premium Cotton Grade-12,W12,12,6607.52,S002,Global Weavers Ltd,5275.0,79.8,22.77,120111.75,3000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,W12,12,6607.52,S004,Budget FastTex Industries,1332.52,20.2,21.57,28742.46,2500,0.0,7,W05,W12,44.6,MEDIUM,5.0,HIGH
FAB_012,Premium Cotton Grade-12,M04,12,7337.6,S002,Global Weavers Ltd,6603.84,90.0,22.77,150369.44,3000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,M04,12,7337.6,S004,Budget FastTex Industries,733.76,10.0,21.57,15827.2,2500,0.0,7,W05,W12,44.6,MEDIUM,5.0,HIGH
FAB_012,Premium Cotton Grade-12,M05,12,7248.68,S002,Global Weavers Ltd,6523.81,90.0,22.77,148547.2,3000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,M05,12,7248.68,S004,Budget FastTex Industries,724.87,10.0,21.57,15635.4,2500,0.0,7,W05,W12,44.6,MEDIUM,5.0,HIGH
FAB_012,Premium Cotton Grade-12,M06,12,6967.88,S002,Global Weavers Ltd,6271.09,90.0,22.77,142792.76,3000,0.0,4,W08,W12,21.2,LOW,0.0,LOW
FAB_012,Premium Cotton Grade-12,M06,12,6967.88,S004,Budget FastTex Industries,696.79,10.0,21.57,15029.72,2500,0.0,7,W05,W12,44.6,MEDIUM,5.0,HIGH
FAB_013,Premium Poly-Blend Grade-13,W02,2,2826.48,S001,Apex Textile Mills,2543.83,90.0,14.22,36173.29,2500,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_013,Premium Poly-Blend Grade-13,W02,2,2826.48,S007,Vanguard Textiles,282.65,10.0,14.16,4002.3,5000,0.0,4,W01,W05,23.8,LOW,0.9,MEDIUM
FAB_013,Premium Poly-Blend Grade-13,W03,3,7040.04,S001,Apex Textile Mills,6336.04,90.0,14.22,90098.43,2500,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_013,Premium Poly-Blend Grade-13,W03,3,7040.04,S007,Vanguard Textiles,704.0,10.0,14.16,9968.7,5000,0.0,4,W01,W05,23.8,LOW,0.9,MEDIUM
FAB_013,Premium Poly-Blend Grade-13,W04,4,9812.84,S001,Apex Textile Mills,8831.56,90.0,14.22,125584.73,2500,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_013,Premium Poly-Blend Grade-13,W04,4,9812.84,S007,Vanguard Textiles,981.28,10.0,14.16,13894.98,5000,0.0,4,W01,W05,23.8,LOW,0.9,MEDIUM
FAB_013,Premium Poly-Blend Grade-13,W05,5,9675.56,S001,Apex Textile Mills,8708.0,90.0,14.22,123827.82,2500,0.0,4,W01,W05,17.6,LOW,0.0,LOW
FAB_013,Premium Poly-Blend Grade-13,W05,5,9675.56,S007,Vanguard Textiles,967.56,10.0,14.16,13700.59,5000,0.0,4,W01,W05,23.8,LOW,0.9,MEDIUM
FAB_013,Premium Poly-Blend Grade-13,W06,6,9464.96,S001,Apex Textile Mills,5976.0,63.1,14.22,84978.72,2500,0.0,4,W02,W06,17.6,LOW,0.0,LOW
FAB_013,Premium Poly-Blend Grade-13,W06,6,9464.96,S007,Vanguard Textiles,3488.96,36.9,14.16,49403.67,5000,0.0,4,W02,W06,23.8,LOW,0.9,MEDIUM
FAB_013,Premium Poly-Blend Grade-13,W07,7,9162.32,S001,Apex Textile Mills,8246.09,90.0,14.22,117259.37,2500,0.0,4,W03,W07,17.6,LOW,0.0,LOW
FAB_013,Premium Poly-Blend Grade-13,W07,7,9162.32,S007,Vanguard Textiles,916.23,10.0,14.16,12973.85,5000,0.0,4,W03,W07,23.8,LOW,0.9,MEDIUM
