sku_id,selling_week,units_available,units_sold,sell_through_rate,average_weekly_sales
SKU_048,W-01,1132,830,0.733,830.0
SKU_049,W-12,1302,549,0.422,549.0
SKU_049,W-11,1725,729,0.423,729.0
SKU_049,W-10,2472,1227,0.496,1227.0
SKU_049,W-09,1516,1109,0.732,1109.0
SKU_049,W-08,2490,1020,0.41,1020.0
SKU_049,W-07,2224,1271,0.571,1271.0
SKU_049,W-06,2442,1630,0.667,1630.0
SKU_049,W-05,1273,948,0.745,948.0
SKU_049,W-04,1440,909,0.631,909.0
SKU_049,W-03,1634,961,0.588,961.0
SKU_049,W-02,2381,1206,0.507,1206.0
SKU_049,W-01,1476,884,0.599,884.0
SKU_050,W-12,1108,719,0.649,719.0
SKU_050,W-11,1733,1049,0.605,1049.0
SKU_050,W-10,2586,1919,0.742,1919.0
SKU_050,W-09,2257,953,0.422,953.0
SKU_050,W-08,1847,1210,0.655,1210.0
SKU_050,W-07,2500,1170,0.468,1170.0
SKU_050,W-06,2231,1496,0.671,1496.0
SKU_050,W-05,1367,946,0.692,946.0
SKU_050,W-04,1060,664,0.626,664.0
SKU_050,W-03,2013,1318,0.655,1318.0
SKU_050,W-02,1679,723,0.431,723.0
SKU_050,W-01,2937,1589,0.541,1589.0
