supplier_id,fabric_id,period,max_supply_meters,committed_supply_meters,available_supply_meters
S004,FAB_013,W05,20446,8013,12433
S007,FAB_013,W05,22044,9821,12223
S008,FAB_013,W05,18438,11932,6506
S001,FAB_014,W05,24113,14534,9579
S002,FAB_014,W05,16000,8000,8000
S004,FAB_014,W05,20351,10372,9979
S003,FAB_014,W05,23611,12251,11360
S007,FAB_014,W05,19780,11763,8017
S001,FAB_015,W05,18035,8104,9931
S002,FAB_015,W05,13795,8883,4912
S004,FAB_015,W05,21563,9537,12026
S007,FAB_015,W05,23883,14607,9276
S008,FAB_015,W05,22309,7986,14323
S001,FAB_016,W05,19775,8496,11279
S002,FAB_016,W05,22741,13300,9441
S004,FAB_016,W05,24716,12939,11777
S005,FAB_016,W05,15728,8908,6820
S006,FAB_016,W05,21560,10653,10907
S001,FAB_017,W05,20589,11091,9498
S002,FAB_017,W05,22153,12901,9252
S004,FAB_017,W05,18229,7188,11041
S005,FAB_017,W05,23153,9785,13368
S003,FAB_017,W05,21380,13564,7816
S001,FAB_018,W05,13800,5619,8181
S002,FAB_018,W05,19225,8537,10688
S004,FAB_018,W05,14481,6862,7619
S007,FAB_018,W05,15340,7257,8083
S003,FAB_018,W05,24697,13174,11523
S001,FAB_019,W05,19726,12069,7657
S002,FAB_019,W05,24055,13668,10387
S004,FAB_019,W05,23563,9223,14340
S007,FAB_019,W05,15397,7979,7418
S006,FAB_019,W05,22849,11276,11573
S001,FAB_020,W05,18173,8071,10102
S002,FAB_020,W05,14837,7238,7599
S004,FAB_020,W05,20734,9386,11348
S005,FAB_020,W05,17804,9841,7963
S007,FAB_020,W05,23811,13196,10615
S001,FAB_021,W05,23359,10028,13331
S002,FAB_021,W05,19932,8125,11807
S004,FAB_021,W05,16038,6955,9083
S006,FAB_021,W05,16890,7050,9840
S003,FAB_021,W05,16876,9810,7066
S001,FAB_022,W05,23549,9706,13843
S002,FAB_022,W05,23550,11697,11853
S004,FAB_022,W05,19861,9029,10832
S005,FAB_022,W05,23823,10292,13531
S003,FAB_022,W05,13996,7306,6690
S001,FAB_023,W05,20899,9695,11204
S002,FAB_023,W05,18464,10995,7469
S004,FAB_023,W05,24665,14586,10079
S008,FAB_023,W05,16758,6076,10682
S003,FAB_023,W05,23700,8856,14844
S001,FAB_024,W05,19247,10524,8723
S002,FAB_024,W05,24244,11969,12275
S004,FAB_024,W05,15310,9161,6149
S003,FAB_024,W05,16442,10356,6086
S005,FAB_024,W05,23406,10099,13307
S001,FAB_025,W05,13789,7373,6416
S002,FAB_025,W05,21614,9116,12498
S004,FAB_025,W05,12831,7069,5762
S008,FAB_025,W05,20700,8646,12054
S006,FAB_025,W05,15814,5783,10031
S001,FAB_026,W05,18771,8429,10342
S002,FAB_026,W05,19739,7504,12235
S004,FAB_026,W05,24628,9635,14993
S005,FAB_026,W05,21016,13521,7495
S006,FAB_026,W05,14587,6886,7701
S001,FAB_027,W05,19793,9762,10031
S002,FAB_027,W05,15267,8805,6462
S004,FAB_027,W05,16706,7456,9250
S005,FAB_027,W05,22582,8304,14278
S007,FAB_027,W05,24594,9267,15327
S001,FAB_028,W05,21406,8983,12423
S002,FAB_028,W05,24102,13664,10438
S004,FAB_028,W05,12611,7868,4743
S006,FAB_028,W05,14868,7067,7801
S008,FAB_028,W05,14880,9377,5503
S001,FAB_029,W05,12595,8176,4419
S002,FAB_029,W05,18504,10850,7654
S004,FAB_029,W05,15052,9497,5555
S003,FAB_029,W05,16742,10263,6479
S006,FAB_029,W05,12151,5340,6811
S001,FAB_030,W05,21875,8360,13515
S002,FAB_030,W05,17489,7614,9875
S004,FAB_030,W05,22507,11545,10962
S006,FAB_030,W05,20092,12392,7700
S008,FAB_030,W05,14198,8594,5604
S001,FAB_001,W06,19668,8493,11175
S002,FAB_001,W06,13845,6219,7626
S004,FAB_001,W06,23978,11693,12285
S005,FAB_001,W06,16215,9170,7045
S006,FAB_001,W06,12230,6983,5247
S001,FAB_002,W06,24955,10942,14013
S002,FAB_002,W06,23049,13303,9746
S004,FAB_002,W06,14875,7932,6943
S003,FAB_002,W06,22464,13907,8557
S007,FAB_002,W06,19007,9590,9417
S001,FAB_003,W06,13421,6311,7110
S002,FAB_003,W06,13562,5498,8064
S004,FAB_003,W06,14303,7054,7249
S008,FAB_003,W06,16064,5655,10409
S003,FAB_003,W06,18284,7691,10593
S001,FAB_004,W06,24349,10472,13877
S002,FAB_004,W06,17400,7666,9734
S004,FAB_004,W06,23843,12442,11401
S006,FAB_004,W06,16285,8893,7392
S005,FAB_004,W06,23350,9827,13523
S001,FAB_005,W06,22941,8843,14098
S002,FAB_005,W06,17026,6774,10252
S004,FAB_005,W06,23240,11637,11603
S007,FAB_005,W06,23527,13668,9859
S003,FAB_005,W06,23309,8979,14330
S001,FAB_006,W06,16833,7747,9086
S002,FAB_006,W06,15618,6493,9125
S004,FAB_006,W06,14188,7001,7187
S007,FAB_006,W06,19454,11172,8282
S005,FAB_006,W06,21924,10130,11794
S001,FAB_007,W06,23500,12097,11403
S002,FAB_007,W06,19714,11379,8335
S004,FAB_007,W06,22880,13674,9206
S006,FAB_007,W06,24482,10386,14096
S007,FAB_007,W06,24365,12882,11483
S001,FAB_008,W06,24900,9326,15574
S002,FAB_008,W06,19319,9822,9497
S004,FAB_008,W06,17927,6694,11233
S006,FAB_008,W06,21243,8150,13093
S008,FAB_008,W06,20972,13020,7952
S001,FAB_009,W06,15312,7989,7323
S002,FAB_009,W06,14455,5772,8683
S004,FAB_009,W06,20525,9904,10621
S006,FAB_009,W06,23145,9526,13619
S008,FAB_009,W06,21554,10704,10850
S001,FAB_010,W06,20361,9847,10514
S002,FAB_010,W06,12911,6275,6636
S004,FAB_010,W06,20409,9686,10723
S007,FAB_010,W06,21239,7801,13438
S008,FAB_010,W06,19575,10802,8773
S001,FAB_011,W06,17049,9666,7383
S002,FAB_011,W06,18487,7881,10606
S004,FAB_011,W06,12049,6913,5136
S007,FAB_011,W06,21475,7986,13489
S008,FAB_011,W06,18941,8587,10354
S001,FAB_012,W06,13044,6683,6361
S002,FAB_012,W06,12987,8186,4801
S004,FAB_012,W06,13130,8479,4651
S006,FAB_012,W06,19734,7094,12640
S005,FAB_012,W06,18698,7553,11145
S001,FAB_013,W06,14218,8242,5976
S002,FAB_013,W06,23948,13022,10926
S004,FAB_013,W06,18887,8732,10155
S007,FAB_013,W06,18266,8850,9416
S008,FAB_013,W06,18184,8413,9771
S001,FAB_014,W06,23185,14820,8365
S002,FAB_014,W06,20835,8123,12712
S004,FAB_014,W06,17697,6823,10874
S003,FAB_014,W06,20802,9733,11069
S007,FAB_014,W06,14086,8005,6081
S001,FAB_015,W06,15648,9395,6253
S002,FAB_015,W06,24389,8702,15687
S004,FAB_015,W06,16888,8256,8632
S007,FAB_015,W06,23781,12207,11574
S008,FAB_015,W06,20715,9607,11108
S001,FAB_016,W06,15762,6687,9075
S002,FAB_016,W06,17671,7007,10664
S004,FAB_016,W06,15088,9523,5565
S005,FAB_016,W06,23878,13840,10038
S006,FAB_016,W06,12527,7426,5101
S001,FAB_017,W06,18868,10084,8784
S002,FAB_017,W06,12256,5174,7082
S004,FAB_017,W06,13102,4982,8120
S005,FAB_017,W06,12550,6073,6477
S003,FAB_017,W06,23010,12908,10102
S001,FAB_018,W06,12797,5418,7379
S002,FAB_018,W06,12724,5988,6736
S004,FAB_018,W06,15839,8108,7731
S007,FAB_018,W06,24359,14837,9522
S003,FAB_018,W06,12924,5066,7858
S001,FAB_019,W06,16739,7034,9705
S002,FAB_019,W06,23985,12540,11445
S004,FAB_019,W06,21461,11360,10101
S007,FAB_019,W06,23018,13707,9311
S006,FAB_019,W06,15881,6996,8885
S001,FAB_020,W06,14347,9263,5084
S002,FAB_020,W06,20540,8551,11989
S004,FAB_020,W06,16923,7319,9604
S005,FAB_020,W06,21121,13402,7719
S007,FAB_020,W06,24045,14991,9054
S001,FAB_021,W06,22256,12321,9935
S002,FAB_021,W06,21107,10525,10582
S004,FAB_021,W06,17642,11158,6484
S006,FAB_021,W06,22999,10679,12320
S003,FAB_021,W06,20592,9176,11416
S001,FAB_022,W06,18821,8892,9929
S002,FAB_022,W06,16913,7829,9084
S004,FAB_022,W06,24360,12457,11903
S005,FAB_022,W06,15948,9645,6303
S003,FAB_022,W06,16927,10279,6648
S001,FAB_023,W06,14365,8500,5865
S002,FAB_023,W06,12944,6714,6230
S004,FAB_023,W06,18824,9735,9089
S008,FAB_023,W06,14196,6622,7574
S003,FAB_023,W06,16177,6648,9529
S001,FAB_024,W06,22595,8444,14151
S002,FAB_024,W06,19369,11701,7668
S004,FAB_024,W06,13514,6901,6613
S003,FAB_024,W06,15120,5525,9595
S005,FAB_024,W06,18179,10036,8143
S001,FAB_025,W06,21878,7916,13962
S002,FAB_025,W06,13192,5361,7831
S004,FAB_025,W06,24479,12882,11597
S008,FAB_025,W06,23001,11906,11095
S006,FAB_025,W06,19854,8193,11661
S001,FAB_026,W06,17455,7696,9759
S002,FAB_026,W06,12251,5066,7185
S004,FAB_026,W06,15113,9651,5462
S005,FAB_026,W06,13922,7992,5930
S006,FAB_026,W06,24358,12024,12334
S001,FAB_027,W06,15974,8924,7050
S002,FAB_027,W06,23530,9679,13851
S004,FAB_027,W06,15921,8209,7712
S005,FAB_027,W06,24706,10745,13961
S007,FAB_027,W06,19639,10017,9622
S001,FAB_028,W06,17886,7915,9971
S002,FAB_028,W06,17892,9014,8878
S004,FAB_028,W06,20147,9868,10279
S006,FAB_028,W06,23836,11699,12137
S008,FAB_028,W06,17246,10766,6480
S001,FAB_029,W06,18073,8022,10051
S002,FAB_029,W06,12749,6613,6136
S004,FAB_029,W06,15625,8943,6682
S003,FAB_029,W06,12265,5252,7013
S006,FAB_029,W06,21568,11296,10272
S001,FAB_030,W06,18841,8262,10579
S002,FAB_030,W06,15214,6830,8384
S004,FAB_030,W06,18223,9493,8730
S006,FAB_030,W06,16026,8009,8017
S008,FAB_030,W06,22725,14385,8340
S001,FAB_001,W07,17530,7488,10042
S002,FAB_001,W07,20005,12802,7203
S004,FAB_001,W07,22513,12874,9639
S005,FAB_001,W07,19550,7829,11721
S006,FAB_001,W07,17770,7121,10649
S001,FAB_002,W07,23801,12232,11569
S002,FAB_002,W07,15015,9385,5630
S004,FAB_002,W07,20882,13512,7370
S003,FAB_002,W07,12962,6574,6388
S007,FAB_002,W07,13217,8373,4844
S001,FAB_003,W07,22948,8365,14583
S002,FAB_003,W07,12104,5733,6371
S004,FAB_003,W07,22333,9367,12966
S008,FAB_003,W07,23586,9323,14263
S003,FAB_003,W07,15583,7818,7765
S001,FAB_004,W07,18114,6668,11446
S002,FAB_004,W07,22448,12346,10102
S004,FAB_004,W07,22101,13787,8314
S006,FAB_004,W07,22801,11317,11484
S005,FAB_004,W07,12108,6171,5937
S001,FAB_005,W07,18739,6625,12114
S002,FAB_005,W07,20673,11714,8959
S004,FAB_005,W07,20777,13364,7413
S007,FAB_005,W07,12280,6148,6132
S003,FAB_005,W07,23433,12939,10494
S001,FAB_006,W07,14937,5707,9230
S002,FAB_006,W07,13578,6888,6690
S004,FAB_006,W07,15948,6500,9448
S007,FAB_006,W07,20625,8780,11845
S005,FAB_006,W07,17807,7660,10147
S001,FAB_007,W07,18502,6914,11588
S002,FAB_007,W07,18652,9096,9556
S004,FAB_007,W07,15984,10342,5642
S006,FAB_007,W07,15700,6907,8793
S007,FAB_007,W07,13320,7274,6046
S001,FAB_008,W07,22647,13087,9560
S002,FAB_008,W07,13531,6380,7151
S004,FAB_008,W07,18179,9376,8803
S006,FAB_008,W07,12919,6989,5930
S008,FAB_008,W07,23515,9439,14076
S001,FAB_009,W07,20189,12186,8003
S002,FAB_009,W07,22566,13208,9358
S004,FAB_009,W07,21270,13680,7590
S006,FAB_009,W07,13562,8387,5175
S008,FAB_009,W07,12697,5319,7378
S001,FAB_010,W07,23342,14384,8958
S002,FAB_010,W07,19790,8535,11255
S004,FAB_010,W07,13218,7340,5878
S007,FAB_010,W07,16593,10284,6309
S008,FAB_010,W07,21232,11623,9609
S001,FAB_011,W07,14938,9390,5548
S002,FAB_011,W07,17152,6083,11069
S004,FAB_011,W07,15394,8098,7296
S007,FAB_011,W07,24324,14502,9822
S008,FAB_011,W07,18525,11645,6880
S001,FAB_012,W07,16903,6739,10164
S002,FAB_012,W07,15939,8288,7651
S004,FAB_012,W07,18375,10163,8212
S006,FAB_012,W07,20856,9375,11481
S005,FAB_012,W07,24379,13942,10437
S001,FAB_013,W07,24951,16131,8820
S002,FAB_013,W07,23864,8913,14951
S004,FAB_013,W07,24213,15551,8662
S007,FAB_013,W07,12879,4885,7994
S008,FAB_013,W07,15803,9507,6296
S001,FAB_014,W07,17580,9344,8236
S002,FAB_014,W07,22057,14038,8019
S004,FAB_014,W07,18499,11851,6648
S003,FAB_014,W07,17347,6225,11122
S007,FAB_014,W07,16478,9640,6838
S001,FAB_015,W07,19381,9635,9746
S002,FAB_015,W07,17829,9198,8631
S004,FAB_015,W07,18150,8703,9447
S007,FAB_015,W07,23136,12164,10972
S008,FAB_015,W07,18227,6848,11379
S001,FAB_016,W07,22135,9708,12427
S002,FAB_016,W07,16037,9043,6994
S004,FAB_016,W07,13344,5743,7601
S005,FAB_016,W07,18225,10269,7956
S006,FAB_016,W07,22385,8870,13515
S001,FAB_017,W07,18383,8180,10203
S002,FAB_017,W07,13745,5188,8557
S004,FAB_017,W07,17050,8242,8808
S005,FAB_017,W07,24473,10546,13927
S003,FAB_017,W07,14170,5330,8840
S001,FAB_018,W07,19061,9237,9824
S002,FAB_018,W07,21088,10622,10466
S004,FAB_018,W07,13692,4900,8792
S007,FAB_018,W07,17798,9188,8610
S003,FAB_018,W07,21780,11530,10250
S001,FAB_019,W07,17315,10546,6769
S002,FAB_019,W07,12202,5339,6863
S004,FAB_019,W07,18353,10713,7640
S007,FAB_019,W07,23875,14810,9065
S006,FAB_019,W07,15977,8333,7644
S001,FAB_020,W07,14778,8210,6568
S002,FAB_020,W07,14777,5787,8990
S004,FAB_020,W07,16933,7290,9643
S005,FAB_020,W07,14390,5309,9081
S007,FAB_020,W07,19121,8275,10846
S001,FAB_021,W07,16911,8375,8536
S002,FAB_021,W07,13260,6077,7183
S004,FAB_021,W07,16040,9082,6958
S006,FAB_021,W07,20123,10627,9496
S003,FAB_021,W07,15203,7409,7794
S001,FAB_022,W07,14219,6276,7943
S002,FAB_022,W07,18483,8311,10172
S004,FAB_022,W07,22161,10281,11880
S005,FAB_022,W07,17399,8387,9012
S003,FAB_022,W07,19055,11330,7725
S001,FAB_023,W07,22666,14557,8109
S002,FAB_023,W07,14230,6263,7967
S004,FAB_023,W07,21883,13877,8006
S008,FAB_023,W07,15290,7548,7742
S003,FAB_023,W07,14910,9533,5377
S001,FAB_024,W07,17228,7536,9692
S002,FAB_024,W07,23386,12625,10761
S004,FAB_024,W07,21435,12530,8905
S003,FAB_024,W07,17339,8024,9315
S005,FAB_024,W07,24875,11638,13237
S001,FAB_025,W07,13865,8729,5136
S002,FAB_025,W07,15273,8059,7214
S004,FAB_025,W07,20939,8458,12481
S008,FAB_025,W07,24576,12657,11919
S006,FAB_025,W07,23914,11681,12233
S001,FAB_026,W07,23605,9746,13859
S002,FAB_026,W07,16773,10053,6720
S004,FAB_026,W07,13133,7823,5310
S005,FAB_026,W07,18703,10322,8381
S006,FAB_026,W07,14280,7711,6569
S001,FAB_027,W07,15965,6797,9168
S002,FAB_027,W07,14525,8200,6325
S004,FAB_027,W07,24928,11544,13384
S005,FAB_027,W07,19357,12528,6829
S007,FAB_027,W07,19851,10415,9436
S001,FAB_028,W07,20755,10418,10337
S002,FAB_028,W07,23332,11094,12238
S004,FAB_028,W07,12602,7400,5202
S006,FAB_028,W07,17890,10027,7863
S008,FAB_028,W07,20796,10983,9813
S001,FAB_029,W07,13392,5126,8266
S002,FAB_029,W07,16067,8793,7274
S004,FAB_029,W07,17816,7124,10692
S003,FAB_029,W07,22038,8006,14032
S006,FAB_029,W07,22568,12485,10083
S001,FAB_030,W07,18547,11870,6677
S002,FAB_030,W07,17432,11151,6281
S004,FAB_030,W07,19052,7273,11779
S006,FAB_030,W07,13615,5822,7793
S008,FAB_030,W07,20366,11691,8675
S001,FAB_001,W08,21142,11081,10061
S002,FAB_001,W08,21424,8919,12505
S004,FAB_001,W08,18129,8472,9657
S005,FAB_001,W08,24654,13655,10999
S006,FAB_001,W08,23312,11659,11653
S001,FAB_002,W08,17651,11460,6191
S002,FAB_002,W08,19909,7592,12317
S004,FAB_002,W08,18815,11781,7034
S003,FAB_002,W08,13406,5158,8248
S007,FAB_002,W08,23962,9405,14557
S001,FAB_003,W08,17110,7749,9361
S002,FAB_003,W08,24849,10239,14610
S004,FAB_003,W08,19912,9049,10863
S008,FAB_003,W08,13599,6547,7052
S003,FAB_003,W08,23415,11373,12042
S001,FAB_004,W08,13100,5765,7335
S002,FAB_004,W08,23645,9092,14553
S004,FAB_004,W08,17620,9592,8028
S006,FAB_004,W08,23094,13625,9469
S005,FAB_004,W08,24132,10212,13920
S001,FAB_005,W08,14858,7660,7198
S002,FAB_005,W08,17422,9023,8399
S004,FAB_005,W08,19570,8210,11360
S007,FAB_005,W08,18636,10043,8593
S003,FAB_005,W08,15053,8160,6893
S001,FAB_006,W08,19080,8942,10138
S002,FAB_006,W08,24081,12864,11217
S004,FAB_006,W08,15232,7385,7847
S007,FAB_006,W08,19037,8883,10154
S005,FAB_006,W08,23546,9758,13788
S001,FAB_007,W08,16560,9533,7027
S002,FAB_007,W08,13025,6814,6211
S004,FAB_007,W08,20796,8445,12351
S006,FAB_007,W08,17340,7094,10246
S007,FAB_007,W08,13867,5944,7923
S001,FAB_008,W08,20019,10175,9844
S002,FAB_008,W08,22471,9977,12494
S004,FAB_008,W08,18367,9796,8571
S006,FAB_008,W08,21617,8306,13311
S008,FAB_008,W08,17766,10724,7042
S001,FAB_009,W08,22114,8884,13230
S002,FAB_009,W08,23036,12941,10095
S004,FAB_009,W08,16873,10555,6318
S006,FAB_009,W08,21669,8135,13534
S008,FAB_009,W08,14194,6301,7893
S001,FAB_010,W08,15908,7025,8883
S002,FAB_010,W08,14999,6929,8070
S004,FAB_010,W08,14316,7204,7112
S007,FAB_010,W08,18852,9971,8881
S008,FAB_010,W08,21417,9961,11456
S001,FAB_011,W08,15043,7461,7582
S002,FAB_011,W08,20804,11609,9195
S004,FAB_011,W08,22571,14201,8370
S007,FAB_011,W08,14838,7663,7175
S008,FAB_011,W08,20022,8742,11280
S001,FAB_012,W08,15065,6694,8371
S002,FAB_012,W08,19389,10389,9000
S004,FAB_012,W08,17882,11364,6518
S006,FAB_012,W08,19939,7795,12144
S005,FAB_012,W08,18290,11690,6600
S001,FAB_013,W08,20281,11071,9210
S002,FAB_013,W08,18703,10387,8316
S004,FAB_013,W08,18809,10590,8219
S007,FAB_013,W08,19272,9570,9702
S008,FAB_013,W08,13354,6938,6416
S001,FAB_014,W08,24469,10182,14287
S002,FAB_014,W08,12535,5420,7115
S004,FAB_014,W08,20808,9084,11724
S003,FAB_014,W08,24791,12078,12713
S007,FAB_014,W08,24165,14058,10107
S001,FAB_015,W08,20115,10357,9758
S002,FAB_015,W08,13854,7229,6625
S004,FAB_015,W08,16389,9547,6842
S007,FAB_015,W08,18010,9232,8778
S008,FAB_015,W08,24399,8844,15555
S001,FAB_016,W08,23779,11471,12308
S002,FAB_016,W08,15580,10079,5501
S004,FAB_016,W08,13677,7806,5871
S005,FAB_016,W08,22709,13066,9643
S006,FAB_016,W08,16877,10336,6541
S001,FAB_017,W08,12528,6075,6453
S002,FAB_017,W08,17711,10779,6932
S004,FAB_017,W08,13425,6467,6958
S005,FAB_017,W08,13923,8112,5811
S003,FAB_017,W08,15882,6558,9324
S001,FAB_018,W08,24085,12677,11408
S002,FAB_018,W08,17744,10793,6951
S004,FAB_018,W08,21998,11875,10123
S007,FAB_018,W08,14719,7872,6847
S003,FAB_018,W08,24858,10241,14617
S001,FAB_019,W08,15390,9105,6285
S002,FAB_019,W08,21340,9714,11626
S004,FAB_019,W08,16605,8784,7821
S007,FAB_019,W08,14758,6598,8160
S006,FAB_019,W08,23535,10303,13232
S001,FAB_020,W08,21383,9199,12184
S002,FAB_020,W08,20428,13189,7239
S004,FAB_020,W08,23129,13751,9378
S005,FAB_020,W08,14221,9084,5137
S007,FAB_020,W08,24872,11776,13096
S001,FAB_021,W08,12971,8401,4570
S002,FAB_021,W08,22746,8826,13920
S004,FAB_021,W08,14174,6022,8152
S006,FAB_021,W08,23655,10565,13090
S003,FAB_021,W08,16055,9286,6769
S001,FAB_022,W08,23079,10796,12283
S002,FAB_022,W08,14329,7497,6832
S004,FAB_022,W08,16402,8829,7573
S005,FAB_022,W08,18146,8811,9335
S003,FAB_022,W08,22381,13168,9213
S001,FAB_023,W08,24597,9295,15302
S002,FAB_023,W08,20447,11755,8692
S004,FAB_023,W08,23382,14751,8631
S008,FAB_023,W08,18046,8777,9269
S003,FAB_023,W08,19996,8961,11035
S001,FAB_024,W08,12040,7352,4688
S002,FAB_024,W08,24004,9072,14932
S004,FAB_024,W08,19511,10544,8967
S003,FAB_024,W08,23424,10715,12709
S005,FAB_024,W08,13037,7674,5363
S001,FAB_025,W08,18516,7690,10826
S002,FAB_025,W08,19039,11374,7665
S004,FAB_025,W08,20105,8656,11449
S008,FAB_025,W08,16646,7512,9134
S006,FAB_025,W08,21468,8354,13114
S001,FAB_026,W08,19951,11701,8250
S002,FAB_026,W08,23182,13414,9768
S004,FAB_026,W08,12752,4844,7908
S005,FAB_026,W08,24843,14930,9913
S006,FAB_026,W08,12266,4750,7516
S001,FAB_027,W08,14588,7037,7551
S002,FAB_027,W08,12011,7777,4234
S004,FAB_027,W08,19009,7806,11203
S005,FAB_027,W08,23281,14499,8782
S007,FAB_027,W08,22649,9978,12671
S001,FAB_028,W08,16489,6232,10257
S002,FAB_028,W08,17905,7611,10294
S004,FAB_028,W08,18092,9938,8154
S006,FAB_028,W08,22631,9044,13587
S008,FAB_028,W08,18493,9943,8550
S001,FAB_029,W08,23894,13376,10518
S002,FAB_029,W08,15836,7581,8255
S004,FAB_029,W08,13494,7571,5923
S003,FAB_029,W08,12017,4975,7042
S006,FAB_029,W08,13276,5175,8101
S001,FAB_030,W08,15705,7944,7761
S002,FAB_030,W08,19291,6805,12486
S004,FAB_030,W08,23396,10600,12796
S006,FAB_030,W08,13975,9034,4941
S008,FAB_030,W08,18919,10560,8359
S001,FAB_001,W09,19826,7360,12466
S002,FAB_001,W09,18276,6886,11390
S004,FAB_001,W09,13678,5210,8468
S005,FAB_001,W09,18022,11070,6952
S006,FAB_001,W09,14246,6621,7625
S001,FAB_002,W09,24339,14903,9436
S002,FAB_002,W09,22511,14584,7927
S004,FAB_002,W09,14340,5313,9027
S003,FAB_002,W09,21228,7483,13745
S007,FAB_002,W09,22649,9042,13607
S001,FAB_003,W09,17753,10061,7692
S002,FAB_003,W09,22290,12805,9485
S004,FAB_003,W09,18745,10025,8720
S008,FAB_003,W09,19248,11702,7546
S003,FAB_003,W09,13420,8306,5114
S001,FAB_004,W09,14293,8228,6065
S002,FAB_004,W09,21659,12324,9335
S004,FAB_004,W09,17759,11347,6412
S006,FAB_004,W09,17152,10073,7079
S005,FAB_004,W09,16059,6954,9105
S001,FAB_005,W09,13380,5679,7701
S002,FAB_005,W09,21846,11578,10268
S004,FAB_005,W09,21954,9560,12394
S007,FAB_005,W09,23312,8346,14966
S003,FAB_005,W09,22787,13962,8825
S001,FAB_006,W09,15366,7764,7602
S002,FAB_006,W09,20348,8273,12075
S004,FAB_006,W09,18418,8079,10339
S007,FAB_006,W09,12894,7544,5350
S005,FAB_006,W09,15921,7936,7985
S001,FAB_007,W09,13847,5847,8000
S002,FAB_007,W09,22454,11859,10595
S004,FAB_007,W09,20655,12736,7919
S006,FAB_007,W09,12197,7880,4317
S007,FAB_007,W09,17185,6695,10490
S001,FAB_008,W09,21312,10150,11162
S002,FAB_008,W09,20951,11625,9326
S004,FAB_008,W09,24496,12034,12462
S006,FAB_008,W09,24621,9156,15465
S008,FAB_008,W09,21623,8006,13617
S001,FAB_009,W09,16295,6757,9538
S002,FAB_009,W09,12990,8243,4747
S004,FAB_009,W09,18520,9296,9224
S006,FAB_009,W09,22298,12571,9727
S008,FAB_009,W09,24568,11660,12908
S001,FAB_010,W09,23498,11060,12438
S002,FAB_010,W09,22494,11493,11001
S004,FAB_010,W09,22093,8744,13349
S007,FAB_010,W09,13369,5922,7447
S008,FAB_010,W09,20377,12761,7616
S001,FAB_011,W09,14545,7431,7114
S002,FAB_011,W09,18401,9677,8724
S004,FAB_011,W09,24504,14711,9793
S007,FAB_011,W09,23158,12573,10585
S008,FAB_011,W09,17081,9558,7523
S001,FAB_012,W09,23959,15238,8721
S002,FAB_012,W09,15909,5844,10065
S004,FAB_012,W09,13412,8414,4998
S006,FAB_012,W09,13900,6755,7145
S005,FAB_012,W09,21975,8054,13921
S001,FAB_013,W09,22913,13117,9796
S002,FAB_013,W09,24134,9718,14416
S004,FAB_013,W09,12207,6864,5343
S007,FAB_013,W09,23493,8302,15191
S008,FAB_013,W09,20133,12802,7331
S001,FAB_014,W09,20568,10390,10178
S002,FAB_014,W09,23809,10184,13625
S004,FAB_014,W09,18092,7021,11071
S003,FAB_014,W09,24797,15176,9621
S007,FAB_014,W09,24008,14787,9221
S001,FAB_015,W09,24639,15275,9364
S002,FAB_015,W09,17488,10355,7133
S004,FAB_015,W09,16456,8345,8111
S007,FAB_015,W09,16308,9192,7116
S008,FAB_015,W09,21447,11544,9903
S001,FAB_016,W09,20128,9793,10335
S002,FAB_016,W09,17900,6562,11338
S004,FAB_016,W09,21287,8516,12771
S005,FAB_016,W09,14577,6217,8360
S006,FAB_016,W09,13685,8461,5224
S001,FAB_017,W09,23044,13062,9982
S002,FAB_017,W09,15742,9008,6734
S004,FAB_017,W09,12042,4373,7669
S005,FAB_017,W09,12201,5165,7036
S003,FAB_017,W09,19729,9059,10670
S001,FAB_018,W09,14458,5836,8622
S002,FAB_018,W09,12579,6488,6091
S004,FAB_018,W09,23698,13559,10139
S007,FAB_018,W09,18870,7875,10995
S003,FAB_018,W09,16067,7629,8438
S001,FAB_019,W09,23801,10614,13187
S002,FAB_019,W09,13276,6922,6354
S004,FAB_019,W09,13956,6986,6970
S007,FAB_019,W09,12862,5193,7669
S006,FAB_019,W09,20450,13178,7272
S001,FAB_020,W09,18568,6882,11686
S002,FAB_020,W09,19620,11964,7656
S004,FAB_020,W09,24673,14889,9784
S005,FAB_020,W09,17362,6526,10836
S007,FAB_020,W09,19483,6865,12618
S001,FAB_021,W09,15287,6687,8600
S002,FAB_021,W09,24853,10964,13889
S004,FAB_021,W09,22202,9386,12816
S006,FAB_021,W09,18033,9512,8521
S003,FAB_021,W09,20083,13040,7043
S001,FAB_022,W09,24712,10097,14615
S002,FAB_022,W09,20954,12114,8840
S004,FAB_022,W09,16016,6329,9687
S005,FAB_022,W09,18718,6685,12033
S003,FAB_022,W09,20872,9474,11398
S001,FAB_023,W09,23361,14324,9037
S002,FAB_023,W09,17488,6128,11360
S004,FAB_023,W09,22769,10539,12230
S008,FAB_023,W09,24092,13688,10404
S003,FAB_023,W09,13703,5639,8064
S001,FAB_024,W09,15902,7568,8334
S002,FAB_024,W09,12981,8330,4651
S004,FAB_024,W09,14332,8076,6256
S003,FAB_024,W09,13524,4911,8613
S005,FAB_024,W09,15792,9778,6014
S001,FAB_025,W09,20515,9722,10793
S002,FAB_025,W09,18102,8825,9277
S004,FAB_025,W09,24253,9106,15147
S008,FAB_025,W09,13565,6804,6761
S006,FAB_025,W09,22440,13373,9067
S001,FAB_026,W09,13226,6977,6249
