sku_id,region,period,forecasted_demand_units,forecast_version,forecast_confidence
SKU_010,North America,M05,137,v1.0,0.94
SKU_010,North America,M06,123,v1.0,0.83
SKU_010,Europe,W01,104,v1.0,0.93
SKU_010,Europe,W02,111,v1.0,0.95
SKU_010,Europe,W03,115,v1.0,0.91
SKU_010,Europe,W04,121,v1.0,0.88
SKU_010,Europe,W05,111,v1.0,0.83
SKU_010,Europe,W06,97,v1.0,0.95
SKU_010,Europe,W07,96,v1.0,0.91
SKU_010,Europe,W08,82,v1.0,0.94
SKU_010,Europe,W09,83,v1.0,0.88
SKU_010,Europe,W10,89,v1.0,0.82
SKU_010,Europe,W11,92,v1.0,0.87
SKU_010,Europe,W12,93,v1.0,0.95
SKU_010,Europe,M04,124,v1.0,0.86
SKU_010,Europe,M05,104,v1.0,0.85
SKU_010,Europe,M06,104,v1.0,0.95
SKU_010,Asia-Pacific,W01,72,v1.0,0.94
SKU_010,Asia-Pacific,W02,75,v1.0,0.85
SKU_010,Asia-Pacific,W03,70,v1.0,0.87
SKU_010,Asia-Pacific,W04,67,v1.0,0.91
SKU_010,Asia-Pacific,W05,68,v1.0,0.91
SKU_010,Asia-Pacific,W06,67,v1.0,0.91
SKU_010,Asia-Pacific,W07,58,v1.0,0.89
SKU_010,Asia-Pacific,W08,55,v1.0,0.86
SKU_010,Asia-Pacific,W09,54,v1.0,0.88
SKU_010,Asia-Pacific,W10,50,v1.0,0.9
SKU_010,Asia-Pacific,W11,56,v1.0,0.91
SKU_010,Asia-Pacific,W12,57,v1.0,0.84
SKU_010,Asia-Pacific,M04,74,v1.0,0.94
SKU_010,Asia-Pacific,M05,74,v1.0,0.88
SKU_010,Asia-Pacific,M06,71,v1.0,0.92
SKU_010,Latin America,W01,34,v1.0,0.89
SKU_010,Latin America,W02,33,v1.0,0.83
SKU_010,Latin America,W03,36,v1.0,0.91
SKU_010,Latin America,W04,33,v1.0,0.93
SKU_010,Latin America,W05,32,v1.0,0.82
SKU_010,Latin America,W06,31,v1.0,0.95
SKU_010,Latin America,W07,31,v1.0,0.86
SKU_010,Latin America,W08,28,v1.0,0.93
SKU_010,Latin America,W09,27,v1.0,0.92
SKU_010,Latin America,W10,25,v1.0,0.84
SKU_010,Latin America,W11,26,v1.0,0.82
SKU_010,Latin America,W12,32,v1.0,0.9
SKU_010,Latin America,M04,36,v1.0,0.9
SKU_010,Latin America,M05,35,v1.0,0.85
SKU_010,Latin America,M06,30,v1.0,0.83
SKU_011,North America,W01,445,v1.0,0.89
SKU_011,North America,W02,477,v1.0,0.91
SKU_011,North America,W03,469,v1.0,0.93
SKU_011,North America,W04,473,v1.0,0.84
SKU_011,North America,W05,432,v1.0,0.82
SKU_011,North America,W06,444,v1.0,0.82
SKU_011,North America,W07,380,v1.0,0.87
SKU_011,North America,W08,384,v1.0,0.95
SKU_011,North America,W09,370,v1.0,0.83
SKU_011,North America,W10,381,v1.0,0.95
SKU_011,North America,W11,394,v1.0,0.88
SKU_011,North America,W12,388,v1.0,0.88
SKU_011,North America,M04,459,v1.0,0.87
SKU_011,North America,M05,432,v1.0,0.92
SKU_011,North America,M06,434,v1.0,0.86
SKU_011,Europe,W01,383,v1.0,0.92
SKU_011,Europe,W02,401,v1.0,0.89
SKU_011,Europe,W03,428,v1.0,0.92
SKU_011,Europe,W04,400,v1.0,0.88
SKU_011,Europe,W05,402,v1.0,0.83
SKU_011,Europe,W06,387,v1.0,0.89
SKU_011,Europe,W07,327,v1.0,0.92
SKU_011,Europe,W08,314,v1.0,0.89
SKU_011,Europe,W09,306,v1.0,0.83
SKU_011,Europe,W10,290,v1.0,0.87
SKU_011,Europe,W11,304,v1.0,0.93
SKU_011,Europe,W12,334,v1.0,0.87
SKU_011,Europe,M04,410,v1.0,0.83
SKU_011,Europe,M05,394,v1.0,0.84
SKU_011,Europe,M06,392,v1.0,0.88
SKU_011,Asia-Pacific,W01,243,v1.0,0.83
SKU_011,Asia-Pacific,W02,258,v1.0,0.94
SKU_011,Asia-Pacific,W03,260,v1.0,0.84
SKU_011,Asia-Pacific,W04,246,v1.0,0.88
SKU_011,Asia-Pacific,W05,227,v1.0,0.9
SKU_011,Asia-Pacific,W06,231,v1.0,0.85
SKU_011,Asia-Pacific,W07,206,v1.0,0.85
SKU_011,Asia-Pacific,W08,200,v1.0,0.94
SKU_011,Asia-Pacific,W09,196,v1.0,0.91
SKU_011,Asia-Pacific,W10,176,v1.0,0.83
SKU_011,Asia-Pacific,W11,194,v1.0,0.87
SKU_011,Asia-Pacific,W12,211,v1.0,0.87
SKU_011,Asia-Pacific,M04,263,v1.0,0.89
SKU_011,Asia-Pacific,M05,263,v1.0,0.87
SKU_011,Asia-Pacific,M06,228,v1.0,0.92
SKU_011,Latin America,W01,125,v1.0,0.89
SKU_011,Latin America,W02,126,v1.0,0.84
SKU_011,Latin America,W03,133,v1.0,0.84
SKU_011,Latin America,W04,129,v1.0,0.87
SKU_011,Latin America,W05,116,v1.0,0.92
SKU_011,Latin America,W06,111,v1.0,0.9
SKU_011,Latin America,W07,97,v1.0,0.84
SKU_011,Latin America,W08,92,v1.0,0.9
SKU_011,Latin America,W09,89,v1.0,0.88
SKU_011,Latin America,W10,99,v1.0,0.89
SKU_011,Latin America,W11,90,v1.0,0.93
SKU_011,Latin America,W12,100,v1.0,0.9
SKU_011,Latin America,M04,125,v1.0,0.87
SKU_011,Latin America,M05,114,v1.0,0.9
SKU_011,Latin America,M06,111,v1.0,0.89
SKU_012,North America,W01,388,v1.0,0.93
SKU_012,North America,W02,381,v1.0,0.84
SKU_012,North America,W03,378,v1.0,0.87
SKU_012,North America,W04,380,v1.0,0.82
SKU_012,North America,W05,391,v1.0,0.9
SKU_012,North America,W06,352,v1.0,0.83
SKU_012,North America,W07,315,v1.0,0.95
SKU_012,North America,W08,297,v1.0,0.86
SKU_012,North America,W09,310,v1.0,0.91
SKU_012,North America,W10,307,v1.0,0.89
SKU_012,North America,W11,341,v1.0,0.92
SKU_012,North America,W12,332,v1.0,0.82
SKU_012,North America,M04,425,v1.0,0.86
SKU_012,North America,M05,422,v1.0,0.93
SKU_012,North America,M06,392,v1.0,0.93
SKU_012,Europe,W01,298,v1.0,0.88
SKU_012,Europe,W02,316,v1.0,0.93
SKU_012,Europe,W03,334,v1.0,0.87
SKU_012,Europe,W04,323,v1.0,0.85
SKU_012,Europe,W05,302,v1.0,0.89
SKU_012,Europe,W06,328,v1.0,0.89
SKU_012,Europe,W07,264,v1.0,0.91
SKU_012,Europe,W08,269,v1.0,0.92
SKU_012,Europe,W09,263,v1.0,0.88
SKU_012,Europe,W10,270,v1.0,0.85
SKU_012,Europe,W11,270,v1.0,0.9
SKU_012,Europe,W12,305,v1.0,0.9
SKU_012,Europe,M04,343,v1.0,0.91
SKU_012,Europe,M05,334,v1.0,0.93
SKU_012,Europe,M06,336,v1.0,0.85
SKU_012,Asia-Pacific,W01,193,v1.0,0.85
SKU_012,Asia-Pacific,W02,197,v1.0,0.88
SKU_012,Asia-Pacific,W03,224,v1.0,0.92
SKU_012,Asia-Pacific,W04,202,v1.0,0.9
SKU_012,Asia-Pacific,W05,200,v1.0,0.83
SKU_012,Asia-Pacific,W06,186,v1.0,0.92
SKU_012,Asia-Pacific,W07,168,v1.0,0.9
SKU_012,Asia-Pacific,W08,170,v1.0,0.85
SKU_012,Asia-Pacific,W09,148,v1.0,0.86
SKU_012,Asia-Pacific,W10,161,v1.0,0.92
SKU_012,Asia-Pacific,W11,156,v1.0,0.86
SKU_012,Asia-Pacific,W12,175,v1.0,0.89
SKU_012,Asia-Pacific,M04,230,v1.0,0.93
SKU_012,Asia-Pacific,M05,198,v1.0,0.93
SKU_012,Asia-Pacific,M06,211,v1.0,0.88
SKU_012,Latin America,W01,99,v1.0,0.82
SKU_012,Latin America,W02,99,v1.0,0.84
SKU_012,Latin America,W03,106,v1.0,0.93
SKU_012,Latin America,W04,112,v1.0,0.88
SKU_012,Latin America,W05,106,v1.0,0.94
SKU_012,Latin America,W06,88,v1.0,0.89
SKU_012,Latin America,W07,89,v1.0,0.91
SKU_012,Latin America,W08,83,v1.0,0.82
SKU_012,Latin America,W09,80,v1.0,0.86
SKU_012,Latin America,W10,85,v1.0,0.92
SKU_012,Latin America,W11,77,v1.0,0.84
SKU_012,Latin America,W12,94,v1.0,0.86
SKU_012,Latin America,M04,105,v1.0,0.89
SKU_012,Latin America,M05,98,v1.0,0.9
SKU_012,Latin America,M06,94,v1.0,0.84
SKU_013,North America,W01,422,v1.0,0.93
SKU_013,North America,W02,472,v1.0,0.86
SKU_013,North America,W03,436,v1.0,0.93
SKU_013,North America,W04,452,v1.0,0.93
SKU_013,North America,W05,428,v1.0,0.89
SKU_013,North America,W06,393,v1.0,0.87
SKU_013,North America,W07,356,v1.0,0.85
SKU_013,North America,W08,336,v1.0,0.89
SKU_013,North America,W09,363,v1.0,0.94
SKU_013,North America,W10,328,v1.0,0.86
SKU_013,North America,W11,362,v1.0,0.93
SKU_013,North America,W12,377,v1.0,0.86
SKU_013,North America,M04,486,v1.0,0.83
SKU_013,North America,M05,489,v1.0,0.89
SKU_013,North America,M06,465,v1.0,0.85
SKU_013,Europe,W01,339,v1.0,0.87
SKU_013,Europe,W02,407,v1.0,0.84
SKU_013,Europe,W03,381,v1.0,0.83
SKU_013,Europe,W04,410,v1.0,0.93
SKU_013,Europe,W05,362,v1.0,0.94
SKU_013,Europe,W06,327,v1.0,0.92
SKU_013,Europe,W07,336,v1.0,0.82
SKU_013,Europe,W08,315,v1.0,0.9
SKU_013,Europe,W09,278,v1.0,0.85
SKU_013,Europe,W10,282,v1.0,0.89
SKU_013,Europe,W11,319,v1.0,0.91
SKU_013,Europe,W12,315,v1.0,0.84
SKU_013,Europe,M04,368,v1.0,0.94
SKU_013,Europe,M05,386,v1.0,0.83
SKU_013,Europe,M06,365,v1.0,0.89
SKU_013,Asia-Pacific,W01,220,v1.0,0.94
SKU_013,Asia-Pacific,W02,252,v1.0,0.89
SKU_013,Asia-Pacific,W03,232,v1.0,0.86
SKU_013,Asia-Pacific,W04,258,v1.0,0.89
SKU_013,Asia-Pacific,W05,216,v1.0,0.82
SKU_013,Asia-Pacific,W06,232,v1.0,0.83
SKU_013,Asia-Pacific,W07,198,v1.0,0.83
SKU_013,Asia-Pacific,W08,186,v1.0,0.91
SKU_013,Asia-Pacific,W09,193,v1.0,0.9
SKU_013,Asia-Pacific,W10,188,v1.0,0.88
SKU_013,Asia-Pacific,W11,186,v1.0,0.86
SKU_013,Asia-Pacific,W12,194,v1.0,0.92
SKU_013,Asia-Pacific,M04,257,v1.0,0.83
SKU_013,Asia-Pacific,M05,255,v1.0,0.92
SKU_013,Asia-Pacific,M06,229,v1.0,0.83
SKU_013,Latin America,W01,120,v1.0,0.91
SKU_013,Latin America,W02,112,v1.0,0.86
SKU_013,Latin America,W03,125,v1.0,0.92
SKU_013,Latin America,W04,120,v1.0,0.94
SKU_013,Latin America,W05,109,v1.0,0.94
SKU_013,Latin America,W06,104,v1.0,0.87
SKU_013,Latin America,W07,96,v1.0,0.94
SKU_013,Latin America,W08,92,v1.0,0.93
SKU_013,Latin America,W09,88,v1.0,0.88
SKU_013,Latin America,W10,85,v1.0,0.83
SKU_013,Latin America,W11,95,v1.0,0.93
SKU_013,Latin America,W12,98,v1.0,0.87
SKU_013,Latin America,M04,124,v1.0,0.89
SKU_013,Latin America,M05,117,v1.0,0.91
SKU_013,Latin America,M06,106,v1.0,0.89
SKU_014,North America,W01,158,v1.0,0.89
SKU_014,North America,W02,156,v1.0,0.87
SKU_014,North America,W03,165,v1.0,0.89
SKU_014,North America,W04,172,v1.0,0.87
SKU_014,North America,W05,150,v1.0,0.93
SKU_014,North America,W06,146,v1.0,0.92
SKU_014,North America,W07,132,v1.0,0.92
SKU_014,North America,W08,126,v1.0,0.85
SKU_014,North America,W09,123,v1.0,0.83
SKU_014,North America,W10,129,v1.0,0.89
SKU_014,North America,W11,126,v1.0,0.9
SKU_014,North America,W12,134,v1.0,0.89
SKU_014,North America,M04,170,v1.0,0.84
SKU_014,North America,M05,169,v1.0,0.83
SKU_014,North America,M06,140,v1.0,0.93
SKU_014,Europe,W01,133,v1.0,0.87
SKU_014,Europe,W02,133,v1.0,0.91
SKU_014,Europe,W03,127,v1.0,0.93
SKU_014,Europe,W04,143,v1.0,0.94
SKU_014,Europe,W05,132,v1.0,0.82
SKU_014,Europe,W06,114,v1.0,0.84
SKU_014,Europe,W07,113,v1.0,0.87
SKU_014,Europe,W08,106,v1.0,0.85
SKU_014,Europe,W09,104,v1.0,0.86
SKU_014,Europe,W10,103,v1.0,0.94
SKU_014,Europe,W11,103,v1.0,0.94
SKU_014,Europe,W12,112,v1.0,0.95
SKU_014,Europe,M04,133,v1.0,0.83
SKU_014,Europe,M05,122,v1.0,0.95
SKU_014,Europe,M06,124,v1.0,0.84
SKU_014,Asia-Pacific,W01,77,v1.0,0.87
SKU_014,Asia-Pacific,W02,84,v1.0,0.83
SKU_014,Asia-Pacific,W03,88,v1.0,0.93
SKU_014,Asia-Pacific,W04,82,v1.0,0.93
SKU_014,Asia-Pacific,W05,85,v1.0,0.85
SKU_014,Asia-Pacific,W06,78,v1.0,0.87
SKU_014,Asia-Pacific,W07,68,v1.0,0.87
SKU_014,Asia-Pacific,W08,64,v1.0,0.89
SKU_014,Asia-Pacific,W09,65,v1.0,0.88
SKU_014,Asia-Pacific,W10,60,v1.0,0.87
SKU_014,Asia-Pacific,W11,71,v1.0,0.93
SKU_014,Asia-Pacific,W12,67,v1.0,0.95
SKU_014,Asia-Pacific,M04,87,v1.0,0.84
SKU_014,Asia-Pacific,M05,77,v1.0,0.82
SKU_014,Asia-Pacific,M06,81,v1.0,0.88
SKU_014,Latin America,W01,39,v1.0,0.95
SKU_014,Latin America,W02,39,v1.0,0.9
SKU_014,Latin America,W03,42,v1.0,0.88
SKU_014,Latin America,W04,44,v1.0,0.9
SKU_014,Latin America,W05,40,v1.0,0.84
SKU_014,Latin America,W06,38,v1.0,0.89
SKU_014,Latin America,W07,34,v1.0,0.87
SKU_014,Latin America,W08,31,v1.0,0.9
SKU_014,Latin America,W09,32,v1.0,0.93
SKU_014,Latin America,W10,30,v1.0,0.89
SKU_014,Latin America,W11,32,v1.0,0.89
SKU_014,Latin America,W12,34,v1.0,0.95
SKU_014,Latin America,M04,43,v1.0,0.91
SKU_014,Latin America,M05,39,v1.0,0.88
SKU_014,Latin America,M06,40,v1.0,0.84
SKU_015,North America,W01,428,v1.0,0.93
SKU_015,North America,W02,466,v1.0,0.86
SKU_015,North America,W03,459,v1.0,0.89
SKU_015,North America,W04,460,v1.0,0.85
SKU_015,North America,W05,443,v1.0,0.91
SKU_015,North America,W06,417,v1.0,0.91
SKU_015,North America,W07,379,v1.0,0.9
SKU_015,North America,W08,359,v1.0,0.94
SKU_015,North America,W09,341,v1.0,0.82
SKU_015,North America,W10,338,v1.0,0.94
SKU_015,North America,W11,360,v1.0,0.86
SKU_015,North America,W12,372,v1.0,0.95
SKU_015,North America,M04,442,v1.0,0.84
SKU_015,North America,M05,459,v1.0,0.9
SKU_015,North America,M06,409,v1.0,0.92
SKU_015,Europe,W01,345,v1.0,0.9
SKU_015,Europe,W02,382,v1.0,0.89
SKU_015,Europe,W03,395,v1.0,0.86
SKU_015,Europe,W04,395,v1.0,0.82
SKU_015,Europe,W05,364,v1.0,0.84
SKU_015,Europe,W06,319,v1.0,0.92
SKU_015,Europe,W07,305,v1.0,0.9
SKU_015,Europe,W08,286,v1.0,0.85
SKU_015,Europe,W09,297,v1.0,0.9
SKU_015,Europe,W10,305,v1.0,0.92
SKU_015,Europe,W11,307,v1.0,0.87
SKU_015,Europe,W12,304,v1.0,0.92
SKU_015,Europe,M04,368,v1.0,0.84
SKU_015,Europe,M05,377,v1.0,0.82
SKU_015,Europe,M06,383,v1.0,0.95
SKU_015,Asia-Pacific,W01,228,v1.0,0.93
SKU_015,Asia-Pacific,W02,248,v1.0,0.92
SKU_015,Asia-Pacific,W03,237,v1.0,0.87
SKU_015,Asia-Pacific,W04,244,v1.0,0.91
SKU_015,Asia-Pacific,W05,216,v1.0,0.9
SKU_015,Asia-Pacific,W06,225,v1.0,0.83
SKU_015,Asia-Pacific,W07,191,v1.0,0.93
SKU_015,Asia-Pacific,W08,172,v1.0,0.88
SKU_015,Asia-Pacific,W09,178,v1.0,0.88
SKU_015,Asia-Pacific,W10,192,v1.0,0.94
SKU_015,Asia-Pacific,W11,179,v1.0,0.91
SKU_015,Asia-Pacific,W12,197,v1.0,0.85
SKU_015,Asia-Pacific,M04,241,v1.0,0.88
SKU_015,Asia-Pacific,M05,226,v1.0,0.92
SKU_015,Asia-Pacific,M06,218,v1.0,0.86
SKU_015,Latin America,W01,112,v1.0,0.94
SKU_015,Latin America,W02,110,v1.0,0.89
SKU_015,Latin America,W03,117,v1.0,0.93
SKU_015,Latin America,W04,121,v1.0,0.9
SKU_015,Latin America,W05,110,v1.0,0.86
SKU_015,Latin America,W06,112,v1.0,0.85
SKU_015,Latin America,W07,100,v1.0,0.88
SKU_015,Latin America,W08,95,v1.0,0.85
SKU_015,Latin America,W09,91,v1.0,0.92
SKU_015,Latin America,W10,90,v1.0,0.91
SKU_015,Latin America,W11,101,v1.0,0.86
SKU_015,Latin America,W12,92,v1.0,0.82
SKU_015,Latin America,M04,112,v1.0,0.87
SKU_015,Latin America,M05,117,v1.0,0.91
SKU_015,Latin America,M06,108,v1.0,0.91
SKU_016,North America,W01,215,v1.0,0.82
SKU_016,North America,W02,222,v1.0,0.94
SKU_016,North America,W03,249,v1.0,0.93
SKU_016,North America,W04,257,v1.0,0.9
SKU_016,North America,W05,238,v1.0,0.84
SKU_016,North America,W06,228,v1.0,0.84
SKU_016,North America,W07,205,v1.0,0.94
SKU_016,North America,W08,189,v1.0,0.95
SKU_016,North America,W09,192,v1.0,0.91
SKU_016,North America,W10,174,v1.0,0.88
SKU_016,North America,W11,202,v1.0,0.9
SKU_016,North America,W12,216,v1.0,0.86
SKU_016,North America,M04,240,v1.0,0.94
SKU_016,North America,M05,247,v1.0,0.86
SKU_016,North America,M06,212,v1.0,0.83
SKU_016,Europe,W01,199,v1.0,0.87
SKU_016,Europe,W02,195,v1.0,0.83
SKU_016,Europe,W03,219,v1.0,0.85
SKU_016,Europe,W04,200,v1.0,0.88
SKU_016,Europe,W05,207,v1.0,0.9
SKU_016,Europe,W06,172,v1.0,0.88
SKU_016,Europe,W07,159,v1.0,0.92
SKU_016,Europe,W08,150,v1.0,0.9
SKU_016,Europe,W09,162,v1.0,0.91
SKU_016,Europe,W10,142,v1.0,0.83
SKU_016,Europe,W11,161,v1.0,0.85
SKU_016,Europe,W12,169,v1.0,0.94
SKU_016,Europe,M04,193,v1.0,0.9
SKU_016,Europe,M05,213,v1.0,0.91
SKU_016,Europe,M06,182,v1.0,0.91
SKU_016,Asia-Pacific,W01,127,v1.0,0.89
SKU_016,Asia-Pacific,W02,125,v1.0,0.94
SKU_016,Asia-Pacific,W03,127,v1.0,0.88
SKU_016,Asia-Pacific,W04,133,v1.0,0.92
SKU_016,Asia-Pacific,W05,126,v1.0,0.89
SKU_016,Asia-Pacific,W06,104,v1.0,0.94
SKU_016,Asia-Pacific,W07,110,v1.0,0.88
SKU_016,Asia-Pacific,W08,99,v1.0,0.94
SKU_016,Asia-Pacific,W09,92,v1.0,0.91
SKU_016,Asia-Pacific,W10,93,v1.0,0.9
SKU_016,Asia-Pacific,W11,106,v1.0,0.83
SKU_016,Asia-Pacific,W12,107,v1.0,0.94
SKU_016,Asia-Pacific,M04,119,v1.0,0.88
SKU_016,Asia-Pacific,M05,130,v1.0,0.9
SKU_016,Asia-Pacific,M06,112,v1.0,0.83
SKU_016,Latin America,W01,58,v1.0,0.84
SKU_016,Latin America,W02,64,v1.0,0.94
SKU_016,Latin America,W03,65,v1.0,0.87
SKU_016,Latin America,W04,59,v1.0,0.9
SKU_016,Latin America,W05,62,v1.0,0.84
SKU_016,Latin America,W06,54,v1.0,0.91
SKU_016,Latin America,W07,53,v1.0,0.88
SKU_016,Latin America,W08,45,v1.0,0.89
SKU_016,Latin America,W09,46,v1.0,0.89
SKU_016,Latin America,W10,50,v1.0,0.88
SKU_016,Latin America,W11,53,v1.0,0.82
SKU_016,Latin America,W12,49,v1.0,0.92
SKU_016,Latin America,M04,59,v1.0,0.84
SKU_016,Latin America,M05,65,v1.0,0.91
SKU_016,Latin America,M06,58,v1.0,0.91
SKU_017,North America,W01,326,v1.0,0.9
SKU_017,North America,W02,388,v1.0,0.82
SKU_017,North America,W03,349,v1.0,0.9
SKU_017,North America,W04,364,v1.0,0.94
SKU_017,North America,W05,326,v1.0,0.91
SKU_017,North America,W06,309,v1.0,0.84
SKU_017,North America,W07,283,v1.0,0.86
SKU_017,North America,W08,299,v1.0,0.88
SKU_017,North America,W09,260,v1.0,0.9
SKU_017,North America,W10,290,v1.0,0.83
SKU_017,North America,W11,288,v1.0,0.92
SKU_017,North America,W12,295,v1.0,0.92
SKU_017,North America,M04,366,v1.0,0.93
SKU_017,North America,M05,389,v1.0,0.91
SKU_017,North America,M06,332,v1.0,0.95
SKU_017,Europe,W01,294,v1.0,0.84
SKU_017,Europe,W02,322,v1.0,0.92
SKU_017,Europe,W03,325,v1.0,0.9
SKU_017,Europe,W04,300,v1.0,0.84
SKU_017,Europe,W05,279,v1.0,0.87
SKU_017,Europe,W06,286,v1.0,0.89
SKU_017,Europe,W07,254,v1.0,0.94
SKU_017,Europe,W08,223,v1.0,0.83
SKU_017,Europe,W09,244,v1.0,0.9
SKU_017,Europe,W10,242,v1.0,0.82
SKU_017,Europe,W11,242,v1.0,0.82
SKU_017,Europe,W12,246,v1.0,0.83
SKU_017,Europe,M04,319,v1.0,0.94
SKU_017,Europe,M05,300,v1.0,0.92
SKU_017,Europe,M06,301,v1.0,0.91
SKU_017,Asia-Pacific,W01,173,v1.0,0.9
SKU_017,Asia-Pacific,W02,191,v1.0,0.87
SKU_017,Asia-Pacific,W03,208,v1.0,0.9
SKU_017,Asia-Pacific,W04,178,v1.0,0.84
SKU_017,Asia-Pacific,W05,185,v1.0,0.94
SKU_017,Asia-Pacific,W06,176,v1.0,0.92
SKU_017,Asia-Pacific,W07,156,v1.0,0.82
SKU_017,Asia-Pacific,W08,144,v1.0,0.84
SKU_017,Asia-Pacific,W09,145,v1.0,0.83
SKU_017,Asia-Pacific,W10,142,v1.0,0.92
SKU_017,Asia-Pacific,W11,152,v1.0,0.85
SKU_017,Asia-Pacific,W12,169,v1.0,0.91
SKU_017,Asia-Pacific,M04,188,v1.0,0.85
SKU_017,Asia-Pacific,M05,199,v1.0,0.91
SKU_017,Asia-Pacific,M06,193,v1.0,0.88
SKU_017,Latin America,W01,86,v1.0,0.91
SKU_017,Latin America,W02,88,v1.0,0.9
SKU_017,Latin America,W03,94,v1.0,0.88
SKU_017,Latin America,W04,93,v1.0,0.92
SKU_017,Latin America,W05,96,v1.0,0.83
SKU_017,Latin America,W06,90,v1.0,0.94
SKU_017,Latin America,W07,76,v1.0,0.92
SKU_017,Latin America,W08,75,v1.0,0.84
SKU_017,Latin America,W09,77,v1.0,0.91
SKU_017,Latin America,W10,73,v1.0,0.86
SKU_017,Latin America,W11,72,v1.0,0.91
SKU_017,Latin America,W12,79,v1.0,0.92
SKU_017,Latin America,M04,94,v1.0,0.83
SKU_017,Latin America,M05,98,v1.0,0.93
SKU_017,Latin America,M06,88,v1.0,0.85
SKU_018,North America,W01,322,v1.0,0.83
SKU_018,North America,W02,331,v1.0,0.85
SKU_018,North America,W03,347,v1.0,0.84
SKU_018,North America,W04,330,v1.0,0.88
SKU_018,North America,W05,307,v1.0,0.87
SKU_018,North America,W06,292,v1.0,0.86
SKU_018,North America,W07,260,v1.0,0.89
SKU_018,North America,W08,254,v1.0,0.83
SKU_018,North America,W09,252,v1.0,0.87
SKU_018,North America,W10,265,v1.0,0.85
SKU_018,North America,W11,257,v1.0,0.84
SKU_018,North America,W12,298,v1.0,0.94
SKU_018,North America,M04,363,v1.0,0.9
SKU_018,North America,M05,335,v1.0,0.85
SKU_018,North America,M06,311,v1.0,0.89
SKU_018,Europe,W01,283,v1.0,0.85
SKU_018,Europe,W02,280,v1.0,0.88
SKU_018,Europe,W03,265,v1.0,0.88
SKU_018,Europe,W04,301,v1.0,0.85
SKU_018,Europe,W05,269,v1.0,0.85
SKU_018,Europe,W06,273,v1.0,0.94
SKU_018,Europe,W07,252,v1.0,0.94
SKU_018,Europe,W08,218,v1.0,0.83
SKU_018,Europe,W09,230,v1.0,0.92
SKU_018,Europe,W10,214,v1.0,0.88
SKU_018,Europe,W11,219,v1.0,0.93
SKU_018,Europe,W12,247,v1.0,0.83
SKU_018,Europe,M04,287,v1.0,0.83
SKU_018,Europe,M05,291,v1.0,0.91
SKU_018,Europe,M06,261,v1.0,0.85
SKU_018,Asia-Pacific,W01,163,v1.0,0.85
SKU_018,Asia-Pacific,W02,190,v1.0,0.82
SKU_018,Asia-Pacific,W03,184,v1.0,0.84
SKU_018,Asia-Pacific,W04,176,v1.0,0.89
SKU_018,Asia-Pacific,W05,172,v1.0,0.95
SKU_018,Asia-Pacific,W06,158,v1.0,0.84
SKU_018,Asia-Pacific,W07,152,v1.0,0.84
SKU_018,Asia-Pacific,W08,146,v1.0,0.9
SKU_018,Asia-Pacific,W09,137,v1.0,0.82
SKU_018,Asia-Pacific,W10,136,v1.0,0.87
SKU_018,Asia-Pacific,W11,144,v1.0,0.89
SKU_018,Asia-Pacific,W12,144,v1.0,0.92
SKU_018,Asia-Pacific,M04,185,v1.0,0.9
SKU_018,Asia-Pacific,M05,177,v1.0,0.85
SKU_018,Asia-Pacific,M06,170,v1.0,0.9
SKU_018,Latin America,W01,81,v1.0,0.94
SKU_018,Latin America,W02,88,v1.0,0.94
SKU_018,Latin America,W03,87,v1.0,0.83
SKU_018,Latin America,W04,87,v1.0,0.88
SKU_018,Latin America,W05,78,v1.0,0.87
SKU_018,Latin America,W06,81,v1.0,0.91
SKU_018,Latin America,W07,74,v1.0,0.92
SKU_018,Latin America,W08,65,v1.0,0.86
SKU_018,Latin America,W09,67,v1.0,0.9
SKU_018,Latin America,W10,69,v1.0,0.92
SKU_018,Latin America,W11,74,v1.0,0.91
SKU_018,Latin America,W12,77,v1.0,0.92
SKU_018,Latin America,M04,87,v1.0,0.94
SKU_018,Latin America,M05,87,v1.0,0.87
SKU_018,Latin America,M06,77,v1.0,0.87
SKU_019,North America,W01,310,v1.0,0.89
SKU_019,North America,W02,306,v1.0,0.91
SKU_019,North America,W03,342,v1.0,0.89
SKU_019,North America,W04,318,v1.0,0.9
SKU_019,North America,W05,331,v1.0,0.94
SKU_019,North America,W06,310,v1.0,0.94
SKU_019,North America,W07,255,v1.0,0.94
SKU_019,North America,W08,255,v1.0,0.83
SKU_019,North America,W09,263,v1.0,0.86
SKU_019,North America,W10,266,v1.0,0.83
SKU_019,North America,W11,249,v1.0,0.91
SKU_019,North America,W12,277,v1.0,0.93
SKU_019,North America,M04,334,v1.0,0.9
SKU_019,North America,M05,313,v1.0,0.95
SKU_019,North America,M06,309,v1.0,0.84
SKU_019,Europe,W01,255,v1.0,0.88
SKU_019,Europe,W02,281,v1.0,0.86
SKU_019,Europe,W03,261,v1.0,0.93
SKU_019,Europe,W04,265,v1.0,0.94
SKU_019,Europe,W05,272,v1.0,0.87
SKU_019,Europe,W06,243,v1.0,0.9
SKU_019,Europe,W07,224,v1.0,0.9
SKU_019,Europe,W08,223,v1.0,0.93
SKU_019,Europe,W09,206,v1.0,0.86
SKU_019,Europe,W10,196,v1.0,0.92
SKU_019,Europe,W11,206,v1.0,0.85
